OID_,Dam_Num,Area_m2,Shape_Area
195,5201,2201.502405289999842,2201.502405289750186
196,5202,815.481240621999973,815.481240621605139
197,5203,1621.162307119999923,1621.162307117687533
198,5204,553.183806409999988,553.183806409660974
199,5205,1336.422991599999932,1336.422991595359917
200,5206,614.018997678999995,614.018997678731125
201,5207,2191.980076490000101,2191.980076490787724
202,5208,4274.809707479999815,4274.809707483074817
203,5209,3262.590434090000144,3262.590434088153870
204,5210,827.919608290000042,827.919608290166707
205,5211,1662.439890209999930,1662.439890208915358
206,5212,1820.434077699999989,1820.434077696068471
207,5213,1000.774108709999950,1000.774108712506063
208,5214,1063.078401770000028,1063.078401765939589
209,5215,1208.566350459999967,1208.566350463517892
210,5217,2076.164979180000046,2076.164979182070056
211,5218,553.549588305000043,553.549588304763006
212,5219,301.800365809000027,301.800365809191192
213,5220,1043.092635649999920,1043.092635646810322
214,5221,485.205297802000018,485.205297802212954
215,5222,46.942486125300000,46.942486125328678
216,5223,167.580343647999996,167.580343647719673
217,5224,1578.092325549999941,1578.092325545704853
218,5225,1162.707817759999898,1162.707817762848890
219,5226,398.172466535000012,398.172466534810383
220,5227,546.098139951999997,546.098139952252495
221,5216,983.478812813999980,983.478812814252024
222,5228,767.280296005999958,767.280296006421395
223,5229,602.268351051999957,602.268351052419234
224,5230,385.332892452000010,385.332892452115004
225,5231,720.803298596999980,720.803298597316484
226,5232,2530.800713099999939,2530.800713099206860
227,5233,1281.294189689999939,1281.294189688220285
228,5234,1204.015936640000064,1204.015936640561904
229,5235,1754.321138969999993,1754.321138973844199
230,5236,4135.589352820000386,4135.589352816105020
231,5237,1255.875038789999962,1255.875038789840573
232,5238,1595.473154020000038,1595.473154015502814
233,5239,1312.774339309999959,1312.774339306957017
234,5240,1561.122511999999915,1561.122511997136826
235,5241,2087.418809039999815,2087.418809043863803
236,5244,798.175115079999955,798.175115080430714
237,5246,660.686398323000049,660.686398322942637
238,5245,620.700041708999947,620.700041708611707
239,5247,99.523511178600003,99.523511178574907
240,5248,463.875418341000000,463.875418340743465
241,5249,423.186467761000017,423.186467761243421
242,5258,2275.792629770000076,2275.792629771633074
243,5259,14874.566912700000103,14874.566912730455442
244,5260,2971.843611939999846,2971.843611940118990
245,5261,412.253514306000000,412.253514305765350
246,5262,2382.064219740000226,2382.064219741269881
247,5263,965.579370187999984,965.579370188035114
248,5264,252.264107695999996,252.264107695844189
249,5271,787.516672846999995,787.516672847348445
250,5272,238.202593153999999,238.202593153883100
251,5273,1399.223822579999933,1399.223822584723621
252,5279,1019.690928409999970,1019.690928407412684
253,5280,312.646857930000010,312.646857929535145
254,5281,557.633117623999965,557.633117624443116
255,5283,903.900405189000026,903.900405189248772
