OID_,uRCA_int,StreamDensity_COUNT,StreamDensity_MIN,StreamDensity_MAX,StreamDensity_RANGE,StreamDensity_MEAN,StreamDensity_STD,StreamDensity_SUM,uRCA
1,1,9.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266234,0.000001798265536,1484.273229077396081,1
2,2,66.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266348,0.000001878227096,10884.670346567578235,2
3,4,12.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266234,0.000002202416493,1979.030972103194699,4
4,6,11.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266234,0.000002300349003,1814.111724427928493,6
5,7,13.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266234,0.000002116013322,2143.950219778460905,7
6,8,19.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266291,0.000000000000000,3133.465705830059505,8
7,9,42.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266178,0.000007063446806,6926.608402361179287,9
8,10,6.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266234,0.000002202416493,989.515486051597463,10
9,11,18.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266291,0.000000000000000,2968.546458154793072,11
10,12,49.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266149,0.000007859478052,8081.043136088041138,12
11,13,88.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266462,0.000000000000000,14512.893795423449774,13
12,14,1.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266263,0.000000000000000,164.919247675266263,14
13,15,9.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266234,0.000001798265536,1484.273229077396081,15
14,16,18.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266291,0.000000000000000,2968.546458154793072,16
15,17,9.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266234,0.000001798265536,1484.273229077396081,17
16,18,18.000000000000000,164.919247675266263,164.919247675266263,0.000000000000000,164.919247675266291,0.000000000000000,2968.546458154793072,18
