OID_,Join_Count,TARGET_FID,Shape_Leng,Shape_Le_1,rid,RCA_area,h2oAreaKm2,RCA_poly_h2oAreaKm2,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng_1,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_12,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length
931,,,2315.481870869999966,2315.481870869999966,931,6.073623709990000,6.073623709990000,6.073623709990400,0,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315.481870872567924
932,,,4248.554372849999709,4248.554372849999709,932,10.988772636500000,10.988772636500000,10.988772636492500,0,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.554372850064283
933,,,176.920520379000010,176.920520379000010,933,0.101834769422000,12.604374396500001,12.604374396530099,0,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.920520375097396
934,,,3161.333764729999984,3161.333764729999984,934,2.831568563230000,5617.505734069999562,5617.505734065580327,0,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161.333764723403419
935,,,2433.355697999999848,2433.355697999999848,935,1.816498332870000,167.291880996999993,167.291880997297000,0,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2433.355697976393458
936,,,503.492424049000022,503.492424049000022,936,0.981502677820000,0.981502677820000,0.981502677819764,0,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.492424048629402
937,,,1683.244584490000079,1683.244584490000079,937,4.923367042690000,4.923367042690000,4.923367042688890,0,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.244584492017111
938,,,683.791653528999973,683.791653528999973,938,2.304960725790000,2.304960725790000,2.304960725794310,0,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.791653531640350
939,,,436.736057276999986,436.736057276999986,939,0.185533091233000,17.247929437700002,17.247929437715399,0,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.736057274947541
940,,,1885.092181720000099,1885.092181720000099,940,3.823624949430000,3.823624949430000,3.823624949431190,0,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.092181708542967
941,,,1067.041458689999899,1067.041458689999899,941,0.567998616207000,21.824903234499999,21.824903234476899,0,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.041458695856818
942,,,1487.160783860000038,1487.160783860000038,942,0.810208553214000,204.248484423000008,204.248484422811998,0,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.160783866124120
943,,,289.821412128000020,289.821412128000020,943,1.564693246940000,1.564693246940000,1.564693246943650,0,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.821412126564724
944,,,107.735269856000002,107.735269856000002,944,0.857497712617000,0.857497712617000,0.857497712617037,0,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.735269858918400
945,,,7346.580178979999801,7346.580178979999801,945,18.171578944299998,18.171578944299998,18.171578944316199,0,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7346.580178982797406
946,,,5078.508395169999858,5078.508395169999858,946,9.422959582660001,17.995771452500001,17.995771452512901,0,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.508395170014410
947,,,5021.010457639999913,5021.010457639999913,947,11.414675573600000,11.414675573600000,11.414675573644100,0,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021.010457649723321
948,,,1140.244893790000106,1140.244893790000106,948,1.686164376690000,1.686164376690000,1.686164376694230,0,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.244893795736061
949,,,958.867423895000002,958.867423895000002,949,0.623214021829000,5630.733322480000425,5630.733322483940356,0,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.867423893247633
950,,,937.708855295000035,937.708855295000035,950,3.644896176470000,3.644896176470000,3.644896176465540,0,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.708855294713203
951,,,2171.879695879999872,2171.879695879999872,951,6.530622184540000,6.530622184540000,6.530622184544740,0,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171.879695877617905
952,,,1282.557429810000031,1282.557429810000031,952,3.903061491400000,3.903061491400000,3.903061491395150,0,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.557429815061369
953,,,3177.673395729999811,3177.673395729999811,953,6.334800248720000,29.746697404799999,29.746697404758400,0,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3177.673395730169432
954,,,3997.851303809999990,3997.851303809999990,954,9.444820933990000,9.444820933990000,9.444820933989551,0,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3997.851303818340966
955,,,301.738033587000018,301.738033587000018,955,0.076155980804100,13.176995931100000,13.176995931142400,0,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.738033591729277
956,,,3968.506626639999922,3968.506626639999922,956,4.785352713390000,5601.497169569999642,5601.497169571210179,0,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3968.506626645363667
957,,,1324.341624830000001,1324.341624830000001,957,3.953830761880000,3.953830761880000,3.953830761883520,0,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.341624825529152
958,,,916.206792942999982,916.206792942999982,958,3.326755715910000,3.326755715910000,3.326755715906860,0,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.206792943430742
959,,,844.132437815999992,844.132437815999992,959,0.338002133273000,21.409556520399999,21.409556520419901,0,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.132437817926871
960,,,3775.339372720000028,3775.339372720000028,960,4.229740028190000,53.664946713100001,53.664946713078301,0,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3775.339372722728967
961,,,1036.690475580000111,1036.690475580000111,961,5.427963834320000,5.427963834320000,5.427963834320980,0,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.690475580940301
962,,,104.497474682999993,104.497474682999993,962,1.234037303800000,1.234037303800000,1.234037303802090,0,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.497474685146955
963,,,1770.304832719999922,1770.304832719999922,963,1.463454642750000,154.782570851999992,154.782570851991011,0,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.304832726669474
964,,,45.355339059300000,45.355339059300000,964,0.003300359445740,10.692811812400000,10.692811812435499,0,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.355339059327378
965,,,2809.213562370000091,2809.213562370000091,965,4.207575107240000,4.207575107240000,4.207575107241330,0,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809.213562372866818
966,,,3955.548698900000090,3955.548698900000090,966,6.481936345750000,6.481936345750000,6.481936345748470,0,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3955.548698896561746
967,,,332.284402301000000,332.284402301000000,967,0.066521761617000,7.347108239410000,7.347108239407390,0,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.284402299158216
968,,,770.699345386999994,770.699345386999994,968,0.508619032260000,2.930809991820000,2.930809991820720,0,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.699345389027599
969,,,550.486944587000039,550.486944587000039,969,3.393477006250000,3.393477006250000,3.393477006246620,0,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.486944580534782
970,,,1797.617588170000090,1797.617588170000090,970,4.793331003380000,4.793331003380000,4.793331003379490,0,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.617588170342515
971,,,2253.600794139999834,2253.600794139999834,971,3.825134022890000,18.464067608699999,18.464067608700201,0,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2253.600794139772006
972,,,856.051779572999976,856.051779572999976,972,0.672413162697000,8.947802656480000,8.947802656479791,0,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.051779573214162
973,,,340.133600683999987,340.133600683999987,973,0.254468113540000,75.328971347000007,75.328971347038504,0,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.133600684567682
974,,,3402.232829600000059,3402.232829600000059,974,9.088290304390000,9.088290304390000,9.088290304389330,0,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3402.232829590212987
975,,,2143.628670770000099,2143.628670770000099,975,6.266676588700000,6.266676588700000,6.266676588704720,0,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143.628670769237942
976,,,3499.919171279999773,3499.919171279999773,976,11.198204927100001,11.198204927100001,11.198204927115800,0,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499.919171277949317
977,,,4152.075075929999912,4152.075075929999912,977,9.614578732909999,228.499143277000002,228.499143277390999,0,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4152.075075921010466
978,,,707.836804686000050,707.836804686000050,978,0.341267450518000,5368.212673580000228,5368.212673580440423,0,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.836804684866365
979,,,645.815226050999968,645.815226050999968,979,0.396020226838000,10.673938458100000,10.673938458066299,0,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.815226057863697
980,,,2032.067341189999979,2032.067341189999979,980,4.653864259210000,4.653864259210000,4.653864259208050,0,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032.067341186315389
981,,,3259.980992409999999,3259.980992409999999,981,7.266778037320000,7.266778037320000,7.266778037323550,0,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259.980992409474311
982,,,1415.839982219999911,1415.839982219999911,982,1.996129440970000,16.145119118699998,16.145119118711101,0,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.839982221470791
983,,,250.559554950000006,250.559554950000006,983,1.040179596540000,1.040179596540000,1.040179596535170,0,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.559554953254406
984,,,8101.403512320000118,8101.403512320000118,984,19.807263115000001,19.807263115000001,19.807263115018198,0,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8101.403512319116999
985,,,1120.353807870000082,1120.353807870000082,985,4.552796352600000,4.552796352600000,4.552796352596570,0,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.353807865123599
986,,,1779.080132549999917,1779.080132549999917,986,5.566594082060000,5.566594082060000,5.566594082064960,0,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779.080132555816135
987,,,4490.498192559999552,4490.498192559999552,987,8.853496387340000,21.580847062400000,21.580847062357101,0,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490.498192557142829
988,,,2673.858223310000085,2673.858223310000085,988,1.896352701640000,131.738269147000011,131.738269146886012,0,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673.858223323528819
989,,,2073.652084110000033,2073.652084110000033,989,5.131027096330000,5.131027096330000,5.131027096329270,0,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2073.652084115698472
990,,,1812.103577889999997,1812.103577889999997,990,3.144362397450000,3.144362397450000,3.144362397453040,0,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.103577885343384
991,,,8720.624329370000851,8720.624329370000851,991,11.837579384700000,5330.715660810000372,5330.715660807760287,0,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8720.624329369153202
992,,,1655.304245069999979,1655.304245069999979,992,1.028410573450000,37.155745322199998,37.155745322159802,0,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.304245060688572
993,,,2649.564277250000032,2649.564277250000032,993,3.203410118170000,13.637093794100000,13.637093794111500,0,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2649.564277251317435
994,,,3210.667613319999873,3210.667613319999873,994,9.528965818550001,9.528965818550001,9.528965818551510,0,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210.667613320781584
995,,,3143.940864919999967,3143.940864919999967,995,7.386401873740000,7.386401873740000,7.386401873744840,0,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3143.940864916651662
996,,,829.132691903000023,829.132691903000023,996,2.597194357440000,2.597194357440000,2.597194357438190,0,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.132691901055296
997,,,1306.396103069999981,1306.396103069999981,997,4.560108208910000,4.560108208910000,4.560108208912680,0,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.396103063490955
998,,,192.781745930999989,192.781745930999989,998,0.962038218535000,0.962038218535000,0.962038218535347,0,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.781745929203140
999,,,918.590086999000050,918.590086999000050,999,1.175481357140000,16.503284074400000,16.503284074417799,0,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.590087006724843
1000,,,2285.259321609999915,2285.259321609999915,1000,4.319200842420000,4.319200842420000,4.319200842415440,0,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.259321608823484
1001,,,5660.787608659999933,5660.787608659999933,1001,11.014661392200001,11.014661392200001,11.014661392193700,0,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5660.787608663379615
1002,,,2115.126298369999859,2115.126298369999859,1002,3.003800877140000,20.468682393000002,20.468682392955799,0,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115.126298376997966
1003,1,862,4183.184637909999765,4183.184637909999765,1003,11.377640501300000,11.377640501300000,11.377640501260300,2,1003,0,729,Side,active, ,M,5439,RA,Active,M,488,22.165988181399999,31.093994027299999, ,9.000000000000000,5.000000000000000,5439,RA,{D17FD3C3-C9E1-46F5-A2F0-8B56BB3F8573},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39027.470000000001164,157.939999999999998,AK,190803050505,South Fork Salcha River,S,NM,190803050601,0.000000000000000,0.000000000000000,93580.263622900005430,1,93580.263501399997040, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,581.086526381999988,4183.184637908589139
1004,,,1120.971741269999939,1120.971741269999939,1004,2.950225035890000,2.950225035890000,2.950225035893920,0,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.971741265083438
1005,,,1379.232767629999898,1379.232767629999898,1005,4.430192834380000,4.430192834380000,4.430192834377970,0,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379.232767627448538
1006,,,1686.503669039999977,1686.503669039999977,1006,1.772444973810000,10.208740751400001,10.208740751435100,0,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.503669034624863
1007,,,5.000000000000000,5.000000000000000,1007,0.000033723398405,0.000033723398405,0.000033723398405,0,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.999999996274710
1008,,,5771.980515340000238,5771.980515340000238,1008,6.367218724140000,342.171770014999993,176.654618122318993,0,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5771.980515322438805
1009,,,1189.558998409999958,1189.558998409999958,1009,3.776119209570000,3.776119209570000,3.776119209567040,0,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.558998415019914
1010,,,2540.952602899999874,2540.952602899999874,1010,7.119325967350000,7.119325967350000,7.119325967350500,0,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540.952602903074421
1011,,,992.169954080000025,992.169954080000025,1011,2.752939829350000,2.752939829350000,2.752939829352130,0,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.169954070443282
1012,,,5106.991600629999994,5106.991600629999994,1012,17.395014296900001,17.395014296900001,17.395014296936498,0,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5106.991600618392113
1013,,,1303.801116030000003,1303.801116030000003,1013,1.900708290280000,12.020098724900000,12.020098724944400,0,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.801116036220947
1014,,,2370.996076450000146,2370.996076450000146,1014,5.980995059740000,5.980995059740000,5.980995059741650,0,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370.996076451908721
1015,,,4989.124412269999993,4989.124412269999993,1015,12.372885493500000,12.372885493500000,12.372885493489500,0,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4989.124412283616039
1016,,,326.027907894000009,326.027907894000009,1016,0.039845934724000,1815.234038419999933,1815.234038415989971,0,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.027907895451960
1017,,,1461.681767730000047,1461.681767730000047,1017,4.611855518960000,4.611855518960000,4.611855518962550,0,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.681767723036501
1018,,,1244.534712630000058,1244.534712630000058,1018,3.960956350890000,3.960956350890000,3.960956350892930,0,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.534712628730631
1019,,,926.248313871000050,926.248313871000050,1019,0.887714574659000,7.335344967730000,7.335344967727670,0,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.248313872193421
1020,,,629.122337991999984,629.122337991999984,1020,0.519402077012000,6.813644710020000,6.813644710015400,0,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.122337990720325
1021,,,1801.205769279999913,1801.205769279999913,1021,1.581422053900000,1.581422053900000,1.581422053897730,0,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801.205769279368269
1022,,,6141.160118019999572,6141.160118019999572,1022,12.294778265800000,22.376281104499999,22.376281104482501,0,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141.160118029291880
1023,,,3736.642072310000003,3736.642072310000003,1023,5.774308748560000,5.774308748560000,5.774308748560580,0,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736.642072312933578
1024,,,1873.381203350000078,1873.381203350000078,1024,0.875208424129000,1809.419883730000038,1809.419883732710105,0,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873.381203361692997
1025,,,3171.076477380000142,3171.076477380000142,1025,9.386226291210001,9.386226291210001,9.386226291213500,0,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3171.076477394734411
1026,,,3444.629867980000199,3444.629867980000199,1026,4.827571518740000,17.749178557800001,17.749178557830199,0,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444.629867962066328
1027,,,5692.339395689999947,5692.339395689999947,1027,6.453813891330000,27.301256602900001,27.301256602879000,0,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5692.339395697713371
1028,,,1148.867715189999899,1148.867715189999899,1028,0.659771265526000,24.617474423899999,24.617474423906401,0,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.867715195971186
1029,,,4438.442107789999682,4438.442107789999682,1029,11.376691128699999,237.450078786000006,237.450078785941002,0,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438.442107777099409
1030,,,387.380131052000024,387.380131052000024,1030,0.258210393965000,52.176941420799999,52.176941420750602,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.380131050125499
1031,,,978.406204335999973,978.406204335999973,1031,0.820316563362000,6.342462990810000,6.342462990810450,0,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.406204334568883
1032,,,2171.604255870000088,2171.604255870000088,1032,7.077886459900000,7.077886459900000,7.077886459903100,0,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171.604255869288409
1033,,,1824.802307400000018,1824.802307400000018,1033,1.092584695160000,127.627184275000005,127.627184275039994,0,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.802307394787931
