OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Shape_Leng,FID_VB600_smoothed,Id,InPoly_FID,FID_RCA,gridcode_1,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng_1,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length,Shape_Area
4693,,,2645,2645.000000000000000,2645,2645,32665.958080699998391,,,,,,0,4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32665.958080702534062,4537784.615796192549169
4694,,,2646,2646.000000000000000,2646,2646,5408.966826179999771,,,,,,0,4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5408.966826179750569,405463.385368469695095
4695,,,2721,2721.000000000000000,2721,2721,5645.200792079999701,,,,,,0,4695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5645.200792080115207,543951.648258140659891
4696,,,2722,2722.000000000000000,2722,2722,15197.846171999999569,,,,,,0,4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15197.846171970664727,703350.758435686351731
4697,,,2747,2747.000000000000000,2747,2747,487.576703409999993,,,,,,0,4697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.576703410069626,10671.365917043696754
4698,,,2748,2748.000000000000000,2748,2748,16387.445220599998720,,,,,,0,4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16387.445220600380708,632472.426214240607806
4699,,,2761,2761.000000000000000,2761,2761,1458.652693559999989,,,,,,0,4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.652693559578665,56668.319715475045086
4700,,,2762,2762.000000000000000,2762,2762,5233.248287850000452,,,,,,0,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233.248287845197410,400185.097900511987973
4701,,,2841,2841.000000000000000,2841,2841,4256.935103740000159,,,,,,0,4701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256.935103743042419,239486.848813129850896
4702,,,2842,2842.000000000000000,2842,2842,14500.108556099999987,,,,,,0,4702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500.108556143039095,561083.924882826977409
4703,,,2879,2879.000000000000000,2879,2879,5565.724542400000246,,,,,,0,4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5565.724542399832899,175240.190909030672628
4704,,,2903,2903.000000000000000,2903,2903,5193.937058010000328,,,,,,0,4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5193.937058008813437,164904.558936484536389
4705,,,2904,2904.000000000000000,2904,2904,6687.598879209999723,,,,,,0,4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6687.598879208344442,170480.383394071104703
4706,,,3007,3007.000000000000000,3007,3007,3689.232432440000139,,,,,,0,4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3689.232432439457625,406439.882088538492098
4707,,,3046,3046.000000000000000,3046,3046,6914.226262070000303,,,,,,0,4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6914.226262066918935,416165.403728100587614
4708,,,4301,4301.000000000000000,4301,4301,9662.306120220000594,,,,,,0,4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9662.306120224802726,242908.880816031422000
4709,,,4302,4302.000000000000000,4302,4302,5388.503018860000338,,,,,,0,4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5388.503018858927135,139628.348528437025379
4710,,,4305,4305.000000000000000,4305,4305,2454.441354510000110,,,,,,0,4710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454.441354508705444,40612.343322726359474
4711,,,4335,4335.000000000000000,4335,4335,1363.728413679999903,,,,,,0,4711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.728413683167219,62694.871896654418379
4712,,,4336,4336.000000000000000,4336,4336,4323.734891619999871,,,,,,0,4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323.734891619378686,151237.684458271018229
4713,1,124,4355,4355.000000000000000,4355,4355,12068.093956400000025,,,,,,4,4713,0,93,main,active, ,Y,135,EB, , ,798,177.443062661999988,690.000000000000000, ,80.000000000000000,10.000000000000000,135,EB,{CB5EFD27-10D6-4E7C-A51B-10F9B32FE29B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36438.900000000001455,147.460000000000008,AK,190803090401,Headwaters Washington Creek,S,NM,190803090402,0.000000000000000,0.000000000000000,53338.551146500001778,1,53338.551146500001778, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,262.297154911999996,12068.093956362894460,1368870.542371443705633
4714,,,4455,4455.000000000000000,4455,4455,4803.525569739999810,,,,,,0,4714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4803.525569744673703,93488.267903075029608
4715,1,126,4456,4456.000000000000000,4456,4456,6054.081055290000222,,,,,,1,4715,0,95,main,active, ,M,137,EB, , ,800,176.766636680999994,415.000000000000000, ,83.000000000000000,9.000000000000000,137,EB,{CB5EFD27-10D6-4E7C-A51B-10F9B32FE29B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36438.900000000001455,147.460000000000008,AK,190803090401,Headwaters Washington Creek,S,NM,190803090402,0.000000000000000,0.000000000000000,53338.551146500001778,1,53338.551146500001778, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,268.975613795000015,6054.081055291110715,510581.214673215348739
4716,,,4511,4511.000000000000000,4511,4511,2845.677328530000068,,,,,,0,4716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845.677328526461224,251722.591382388229249
4717,,,4512,4512.000000000000000,4512,4512,6381.428380170000310,,,,,,0,4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6381.428380173229925,395201.315639599633869
4718,,,4523,4523.000000000000000,4523,4523,5456.628377400000318,,,,,,0,4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5456.628377404986168,123707.673223108882667
4719,,,4524,4524.000000000000000,4524,4524,7684.599723760000415,,,,,,0,4719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7684.599723762669782,774569.845729898894206
4720,,,4603,4603.000000000000000,4603,4603,4604.567959400000291,,,,,,0,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4604.567959404137582,212083.558305670041591
4721,,,4604,4604.000000000000000,4604,4604,5635.627990830000272,,,,,,0,4721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5635.627990827600115,174989.379458922659978
4722,,,4671,4671.000000000000000,4671,4671,8439.698102489999656,,,,,,0,4722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8439.698102489723169,250610.830523152311798
4723,1,127,4672,4672.000000000000000,4672,4672,3859.046831520000069,,,,,,1,4723,1,96,main,active, ,M,138,EB, , ,801,98.889045331500000,398.000000000000000, ,32.000000000000000,18.000000000000000,138,EB,{CB5EFD27-10D6-4E7C-A51B-10F9B32FE29B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36438.900000000001455,147.460000000000008,AK,190803090401,Headwaters Washington Creek,S,NM,190803090402,0.000000000000000,0.000000000000000,53338.551146500001778,1,53338.551146500001778, ,7252.869999999999891,8591, , , ,11/1/1975 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Perimeter modified from 1976 Landsat image P74 R15.,25485,1975,10/15/2008 0:00:00,jhrobak,No,7/15/1975 0:00:00,, ,N,1970 - 1979,1975.000000000000000,1970.000000000000000,40958.552556700000423,320.621964891000005,3859.046831523048240,135934.369398517737864
4724,,,4682,4682.000000000000000,4682,4682,3052.908159929999783,,,,,,0,4724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052.908159930081183,52141.470489103696309
4725,,,4711,4711.000000000000000,4711,4711,4158.126196600000185,,,,,,0,4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158.126196600545882,74059.670639149873750
4726,,,4712,4712.000000000000000,4712,4712,5137.061963500000275,,,,,,0,4726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5137.061963496578755,118806.024484705543728
4727,,,4750,4750.000000000000000,4750,4750,4426.456133759999830,,,,,,0,4727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426.456133761070305,81808.450597830014885
4728,,,3587,3587.000000000000000,3587,3587,647.292085687000053,,,,,,0,4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.292085687498002,3642.612536634656408
4729,,,3653,3653.000000000000000,3653,3653,2188.809750660000191,,,,,,0,4729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188.809750657454060,146659.627114037255524
4730,,,3654,3654.000000000000000,3654,3654,894.542726158000050,,,,,,0,4730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.542726157657626,25952.919284240291745
4731,,,3877,3877.000000000000000,3877,3877,8038.977547679999589,,,,,,0,4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8038.977547679864074,827019.240368998609483
4732,,,3878,3878.000000000000000,3878,3878,2461.009259750000183,,,,,,0,4732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461.009259751373520,174195.312973863416119
4733,,,3879,3879.000000000000000,3879,3879,14415.841154300000198,,,,,,0,4733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14415.841154251176704,1854815.760812697466463
4734,,,3880,3880.000000000000000,3880,3880,6996.176523959999940,,,,,,0,4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6996.176523956137316,1851694.483355167321861
4735,,,3889,3889.000000000000000,3889,3889,14821.984416499999497,,,,,,0,4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14821.984416508690629,1120170.548398473067209
4736,,,3890,3890.000000000000000,3890,3890,14260.352778300000864,,,,,,0,4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14260.352778254220539,5618620.980534099973738
4737,,,3895,3895.000000000000000,3895,3895,3250.448380029999953,,,,,,0,4737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.448380027447001,371854.401302562910132
4738,,,3905,3905.000000000000000,3905,3905,1598.654738550000047,,,,,,0,4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.654738546660383,97367.141661753776134
4739,,,3906,3906.000000000000000,3906,3906,10788.899631700000100,,,,,,0,4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10788.899631721724290,602177.661121227429248
4740,,,3931,3931.000000000000000,3931,3931,9300.699487339999905,,,,,,0,4740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9300.699487341737040,2163794.413845514878631
4741,1,958,3932,3932.000000000000000,3932,3932,13813.940094999999928,,,,,,1,4741,0,814,Main,active, ,Y,10232,RA,Active,Y,580,67.787219257399997,219.780223387000007, ,23.000000000000000,12.000000000000000,10232,RA,{6FD7F52F-7F8A-4BCD-8BC6-8C9580674E89},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,28967.150000000001455,117.230000000000004,AK,190803090608,Dome Creek-Chatanika River,S,NM,190803090609,0.000000000000000,0.000000000000000,76422.358325799999875,1,76422.358325799999875, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,153.300531341999999,13813.940095031888632,3408225.700345099437982
4742,,,4020,4020.000000000000000,4020,4020,6179.258593030000156,,,,,,0,4742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6179.258593030583143,240841.588091331272153
4743,,,4039,4039.000000000000000,4039,4039,4408.685863229999995,,,,,,0,4743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4408.685863232580232,813645.005165915470570
4744,,,4040,4040.000000000000000,4040,4040,8753.530570349999834,,,,,,0,4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8753.530570349601476,332841.719400761066936
4745,,,4059,4059.000000000000000,4059,4059,9253.108592709999357,,,,,,0,4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9253.108592705340925,1545735.546420908533037
4746,,,4060,4060.000000000000000,4060,4060,15738.687062799999694,,,,,,0,4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15738.687062817007245,485640.980558193754405
4747,,,4019,4019.000000000000000,4019,4019,4851.973969360000410,,,,,,0,4747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4851.973969361987656,112916.411381619342137
4748,,,4182,4182.000000000000000,4182,4182,10250.046840299999531,,,,,,0,4748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250.046840327102473,1207572.032605194253847
4749,,,4205,4205.000000000000000,4205,4205,2276.669884500000080,,,,,,0,4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2276.669884504309266,48897.300463758801925
4750,,,4206,4206.000000000000000,4206,4206,11606.870687000000544,,,,,,0,4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11606.870687010714391,1219145.407201935304329
4751,,,4213,4213.000000000000000,4213,4213,3661.319413629999872,,,,,,0,4751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661.319413629280916,273223.469495317200199
4752,,,4214,4214.000000000000000,4214,4214,17745.378612100001192,,,,,,0,4752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17745.378612081145548,554941.323480713763274
4753,,,4245,4245.000000000000000,4245,4245,390.631443359000002,,,,,,0,4753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.631443359025980,3859.837300629747006
4754,,,4246,4246.000000000000000,4246,4246,2077.893026499999905,,,,,,0,4754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077.893026500858468,123423.896672334347386
4755,,,4263,4263.000000000000000,4263,4263,11435.225971300000310,,,,,,0,4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11435.225971255613331,941893.254645487177186
4756,,,4264,4264.000000000000000,4264,4264,16350.549223300000449,,,,,,0,4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16350.549223250405703,485108.136014879739378
4757,,,4307,4307.000000000000000,4307,4307,5799.253621410000051,,,,,,0,4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5799.253621407793617,619576.546964822453447
4758,,,4308,4308.000000000000000,4308,4308,21015.588386300001730,,,,,,0,4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21015.588386262228596,843335.424109248793684
4759,1,121,4356,4356.000000000000000,4356,4356,16190.514420600000449,,,,,,11,4759,0,90,main,active, ,Y,132,EB, , ,795,109.456357844999999,454.000000000000000, ,46.000000000000000,13.000000000000000,132,EB,{CB5EFD27-10D6-4E7C-A51B-10F9B32FE29B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,36438.900000000001455,147.460000000000008,AK,190803090401,Headwaters Washington Creek,S,NM,190803090402,0.000000000000000,0.000000000000000,53338.551146500001778,1,53338.551146500001778, ,0.000000000000000, , , , ,11/1/1971 0:00:00, , , , ,0.000000000000000, , ,0, ,10/15/2008 0:00:00, , ,7/13/1971 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,301.107048012000007,16190.514420609017179,593291.789928341167979
4760,,,4498,4498.000000000000000,4498,4498,4552.295524250000199,,,,,,0,4760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4552.295524254813245,84174.644484368443955
4761,,,4527,4527.000000000000000,4527,4527,5752.207832349999990,,,,,,0,4761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5752.207832354844868,167175.111945578537416
4762,,,4528,4528.000000000000000,4528,4528,3164.686965440000222,,,,,,0,4762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164.686965438415427,51161.115800098894397
4763,,,4551,4551.000000000000000,4551,4551,5817.773063530000400,,,,,,0,4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5817.773063530807121,104510.924959589596256
4764,,,4552,4552.000000000000000,4552,4552,6916.102505429999837,,,,,,0,4764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6916.102505427574215,180494.878464339533821
4765,,,4617,4617.000000000000000,4617,4617,4481.932170860000042,,,,,,0,4765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4481.932170858302925,88534.579470837154076
4766,,,4618,4618.000000000000000,4618,4618,7020.521350189999794,,,,,,0,4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7020.521350188333599,163682.578136143478332
4767,,,3787,3787.000000000000000,3787,3787,9023.847767519999252,,,,,,0,4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9023.847767521281639,1010326.145540631026961
4768,,,3788,3788.000000000000000,3788,3788,4909.466876329999650,,,,,,0,4768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4909.466876325663179,682982.743860912392847
4769,,,3798,3798.000000000000000,3798,3798,5138.555710460000228,,,,,,0,4769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5138.555710460445880,632761.772113570012152
4770,,,3801,3801.000000000000000,3801,3801,13624.397708300000886,,,,,,0,4770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13624.397708268887072,3404848.462156026158482
4771,,,3802,3802.000000000000000,3802,3802,18.854413293600000,,,,,,0,4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.854413293560942,17.098167925245228
4772,,,3802,3802.000000000000000,3802,3802,3065.217451600000004,,,,,,0,4772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065.217451597653508,344432.284992946835700
4773,,,3803,3803.000000000000000,3803,3803,14956.093140099999800,,,,,,0,4773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14956.093140129711173,1231058.863460880937055
4774,,,3804,3804.000000000000000,3804,3804,164.726399257999987,,,,,,0,4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.726399258490773,886.977500035427511
4775,,,3813,3813.000000000000000,3813,3813,22833.458723399999144,,,,,,0,4775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22833.458723434909189,2301031.923595767002553
4776,,,3814,3814.000000000000000,3814,3814,7631.953056379999907,,,,,,0,4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7631.953056376224595,1211444.114814730826765
4777,,,3825,3825.000000000000000,3825,3825,2204.312241109999832,,,,,,0,4777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204.312241114061635,202746.426306014589500
4778,,,3826,3826.000000000000000,3826,3826,6211.440666839999722,,,,,,0,4778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6211.440666837749632,1096902.017085613682866
4779,,,3859,3859.000000000000000,3859,3859,23854.385793199999171,,,,,,0,4779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23854.385793226592796,1633076.375601844862103
4780,,,3860,3860.000000000000000,3860,3860,4113.544771009999749,,,,,,0,4780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113.544771012625461,461190.776892434863839
4781,,,3896,3896.000000000000000,3896,3896,8932.337176819999513,,,,,,0,4781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8932.337176816807187,316631.534528460470028
4782,,,3915,3915.000000000000000,3915,3915,3701.876902439999867,,,,,,0,4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701.876902442049868,118929.292166327402811
4783,,,3943,3943.000000000000000,3943,3943,7542.723455309999736,,,,,,0,4783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7542.723455313738668,236906.032027610373916
4784,,,3944,3944.000000000000000,3944,3944,5567.718190530000356,,,,,,0,4784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5567.718190532001245,104842.822144398829550
4785,,,4025,4025.000000000000000,4025,4025,7035.084507180000401,,,,,,0,4785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7035.084507184181348,214314.940559148904867
4786,,,4026,4026.000000000000000,4026,4026,2616.907876300000225,,,,,,0,4786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2616.907876295976166,65588.761565165419597
4787,,,3008,3008.000000000000000,3008,3008,18.854413293600000,,,,,,0,4787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.854413293560942,17.098167925245228
4788,,,3008,3008.000000000000000,3008,3008,10839.281428599999344,,,,,,0,4788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10839.281428627617061,782981.871099891024642
