OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Shape_Leng,FID_VB600_smoothed,Id,InPoly_FID,FID_RCA,gridcode_1,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng_1,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length,Shape_Area
385,,,827,827.000000000000000,827,827,5444.078112809999766,,,,,,0,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444.078112808592778,185285.343269962148042
386,,,828,828.000000000000000,828,828,19887.440701700001227,,,,,,0,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19887.440701672810974,348487.267728715320118
387,,,834,834.000000000000000,834,834,2857.834795360000044,,,,,,0,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857.834795363635749,147952.108237842534436
388,,,847,847.000000000000000,847,847,5004.627303639999809,,,,,,0,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004.627303636464603,460023.878599164017942
389,,,848,848.000000000000000,848,848,21955.690738500001316,,,,,,0,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21955.690738532208343,505890.546025200805161
390,,,852,852.000000000000000,852,852,4188.078795739999805,,,,,,0,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4188.078795741751492,139597.954146301024593
391,,,858,858.000000000000000,858,858,5364.647095139999692,,,,,,0,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5364.647095140534475,340981.518397242005449
392,1,165,862,862.000000000000000,862,862,1665.643050789999961,,,,,,2,392,1,134,side,active, ,M,168,EB, , ,839,309.714481437000018,0.000000000000000, ,131.000000000000000,15.000000000000000,168,EB,{52D71381-F76A-437C-9077-C47D74176C4F},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,41493.449999999997090,167.919999999999987,AK,190803031604,190803031604-Central Creek,S,NM,190803031802,0.000000000000000,0.000000000000000,95896.729148099999293,1,95896.729148099999293, ,37026.480000000003201,Z87, , , ,11/1/1968 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.  Fire considerably larger than reported.,26138,1968,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1968.000000000000000,1960.000000000000000,57048.125685400002112,440.817888822999976,1665.643050788123674,93317.678844498732360
393,,,864,864.000000000000000,864,864,1523.163057539999954,,,,,,0,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523.163057536786482,55166.609137105973787
394,,,870,870.000000000000000,870,870,877.587436248000017,,,,,,0,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.587436247758546,44024.764352413163579
395,1,167,875,875.000000000000000,875,875,7348.404804150000018,,,,,,3,395,1,136,side,active, ,M,170,EB, , ,841,152.881148738000007,0.000000000000000, ,66.000000000000000,15.000000000000000,170,EB,{52D71381-F76A-437C-9077-C47D74176C4F},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,41493.449999999997090,167.919999999999987,AK,190803031604,190803031604-Central Creek,S,NM,190803031802,0.000000000000000,0.000000000000000,95896.729148099999293,1,95896.729148099999293, ,37026.480000000003201,Z87, , , ,11/1/1968 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.  Fire considerably larger than reported.,26138,1968,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1968.000000000000000,1960.000000000000000,57048.125685400002112,442.575416264000012,7348.404804151481585,182120.783812855312135
396,,,876,876.000000000000000,876,876,30.000000000000000,,,,,,0,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000000000000000,50.000000000000000
397,,,876,876.000000000000000,876,876,5717.581333269999959,,,,,,0,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5717.581333272474694,476975.399456651357468
398,,,892,892.000000000000000,892,892,13296.182350099999894,,,,,,0,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13296.182350061539182,288346.606378530210350
399,1,163,901,901.000000000000000,901,901,7102.874894090000453,,,,,,2,399,1,132,side,active, ,M,166,EB, , ,837,111.940237311000004,0.000000000000000, ,49.000000000000000,8.000000000000000,166,EB,{52D71381-F76A-437C-9077-C47D74176C4F},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,41493.449999999997090,167.919999999999987,AK,190803031604,190803031604-Central Creek,S,NM,190803031802,0.000000000000000,0.000000000000000,95896.729148099999293,1,95896.729148099999293, ,37026.480000000003201,Z87, , , ,11/1/1968 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.  Fire considerably larger than reported.,26138,1968,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1968.000000000000000,1960.000000000000000,57048.125685400002112,438.918231095000010,7102.874894088736255,690603.732752085430548
400,1,170,902,902.000000000000000,902,902,14092.972524400000111,,,,,,2,400,1,139,main,active, ,M,173,EB, , ,844,144.208910613999990,0.000000000000000, ,35.000000000000000,12.000000000000000,173,EB,{0E3ECA67-FFBD-4903-A5DF-93C29F728E02},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,7482.069999999999709,30.280000000000001,AK,190803031603,Sonora Creek,S,NM,190803031604,0.000000000000000,0.000000000000000,24461.159802700000000,1,24461.159802700000000, ,37026.480000000003201,Z87, , , ,11/1/1968 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.  Fire considerably larger than reported.,26138,1968,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1968.000000000000000,1960.000000000000000,57048.125685400002112,421.957980338000027,14092.972524419525143,776038.456468105548993
401,,,930,930.000000000000000,930,930,7081.009235419999641,,,,,,0,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.009235420069672,470607.684247355267871
402,,,971,971.000000000000000,971,971,9032.256998720000411,,,,,,0,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9032.256998720433330,221977.117731590638869
403,,,972,972.000000000000000,972,972,4643.334850809999807,,,,,,0,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4643.334850813093908,128911.419286766467849
404,,,1009,1009.000000000000000,1009,1009,5478.175407499999892,,,,,,0,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5478.175407499929861,98676.594498515842133
405,,,86,86.000000000000000,86,86,22715.087632999999187,,,,,,0,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22715.087632978469628,528349.995690597686917
406,,,90,90.000000000000000,90,90,4789.275739149999936,,,,,,0,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4789.275739148673892,68519.459204046317609
407,,,118,118.000000000000000,118,118,4743.584711159999642,,,,,,0,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4743.584711159805011,92793.214682083256776
408,,,143,143.000000000000000,143,143,3612.784989629999927,,,,,,0,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612.784989631674762,54475.436344181121967
409,,,144,144.000000000000000,144,144,2767.276343110000198,,,,,,0,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2767.276343109328991,35999.376816264193621
410,,,147,147.000000000000000,147,147,10931.177947800000766,,,,,,0,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10931.177947838006730,264722.258361399290152
411,,,148,148.000000000000000,148,148,2879.133128190000207,,,,,,0,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2879.133128191154810,45554.564567476154480
412,,,149,149.000000000000000,149,149,1927.191553670000076,,,,,,0,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927.191553672727196,39104.054454859935504
413,,,150,150.000000000000000,150,150,2595.160875690000012,,,,,,0,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595.160875693879461,39307.682395260118938
414,,,234,234.000000000000000,234,234,6002.030531119999978,,,,,,0,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.030531117598002,108604.947998262141482
415,,,235,235.000000000000000,235,235,16974.124547300001723,,,,,,0,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16974.124547261177213,372969.169035172031727
416,,,248,248.000000000000000,248,248,4533.745599359999687,,,,,,0,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4533.745599356889215,61611.400072886703128
417,,,249,249.000000000000000,249,249,6024.218154940000204,,,,,,0,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6024.218154940249406,187394.911740290408488
418,,,270,270.000000000000000,270,270,5329.232945390000168,,,,,,0,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329.232945390355781,97324.106406481878366
419,,,271,271.000000000000000,271,271,10058.977234600000884,,,,,,0,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10058.977234619782394,229911.495034172199667
420,,,285,285.000000000000000,285,285,4370.615382930000123,,,,,,0,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4370.615382931831846,137286.199432810215512
421,,,318,318.000000000000000,318,318,2395.568990700000086,,,,,,0,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.568990699850474,60498.345628976785520
422,,,319,319.000000000000000,319,319,10447.343437199999244,,,,,,0,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10447.343437158742745,412077.615810443705413
423,,,336,336.000000000000000,336,336,3970.605092140000124,,,,,,0,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3970.605092136508119,189949.403589863446541
424,,,236,236.000000000000000,236,236,7807.281130459999986,,,,,,0,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7807.281130458012740,1361997.540600500768051
425,,,237,237.000000000000000,237,237,2812.276918319999822,,,,,,0,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2812.276918319221750,178617.243297488777898
426,,,284,284.000000000000000,284,284,4240.444529649999822,,,,,,0,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240.444529648488242,83670.915274435625179
427,,,298,298.000000000000000,298,298,2168.024338950000129,,,,,,0,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.024338948416698,135581.769146484468365
428,1,1025,299,299.000000000000000,299,299,3697.432268980000117,,,,,,1,428,0,871,Side,active, ,M,10278,RA,Active,M,646,284.968045657000005,1312.918360030000031, ,96.000000000000000,17.000000000000000,10278,RA,{D1456D6B-F36D-495F-B5AD-354520C2E477},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39673.339999999996508,160.550000000000011,AK,190803031703,Middle South Fork Goodpaster River,S,NM,190803031708,0.000000000000000,0.000000000000000,75646.058015300004627,1,75646.058015300004627, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,388.479735644000016,3697.432268983162885,526496.872653311002068
429,,,306,306.000000000000000,306,306,2535.910885690000214,,,,,,0,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535.910885691105250,115706.502833393256878
430,,,307,307.000000000000000,307,307,12211.381045899999663,,,,,,0,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12211.381045858624930,737656.126714377780445
431,,,308,308.000000000000000,308,308,5108.913908280000214,,,,,,0,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5108.913908278400413,535920.556930624064989
432,,,309,309.000000000000000,309,309,848.854639900000052,,,,,,0,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.854639899686504,32405.381001815829222
433,,,316,316.000000000000000,316,316,5260.251862609999989,,,,,,0,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260.251862609972704,200559.008255415421445
434,,,317,317.000000000000000,317,317,1375.874476340000001,,,,,,0,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.874476342206208,81147.999235704410239
435,,,320,320.000000000000000,320,320,4275.780483749999803,,,,,,0,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275.780483754457237,352355.329601530742366
436,1,153,321,321.000000000000000,321,321,7292.012623440000425,,,,,,1,436,1,122,side,active, ,M,153,EB, , ,827,74.933513801800004,0.000000000000000, ,34.000000000000000,5.000000000000000,153,EB,{D1456D6B-F36D-495F-B5AD-354520C2E477},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39673.339999999996508,160.550000000000011,AK,190803031703,Middle South Fork Goodpaster River,S,NM,190803031708,0.000000000000000,0.000000000000000,75646.058015300004627,1,75646.058015300004627, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,411.873636579999982,7292.012623437861293,1004153.955212305067107
437,1,151,328,328.000000000000000,328,328,2473.702620600000046,,,,,,2,437,1,120,side,active, ,Y,151,EB, , ,825,178.467524878000006,0.000000000000000, ,74.000000000000000,21.000000000000000,151,EB,{D1456D6B-F36D-495F-B5AD-354520C2E477},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39673.339999999996508,160.550000000000011,AK,190803031703,Middle South Fork Goodpaster River,S,NM,190803031708,0.000000000000000,0.000000000000000,75646.058015300004627,1,75646.058015300004627, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,397.592595903000017,2473.702620601971830,222679.969161791232182
438,,,329,329.000000000000000,329,329,3564.935851270000057,,,,,,0,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564.935851270518469,344606.909188443503808
439,,,360,360.000000000000000,360,360,5336.541974660000051,,,,,,0,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336.541974662444773,404203.005117754975799
440,,,361,361.000000000000000,361,361,9371.589915790000305,,,,,,0,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9371.589915787686550,614913.262390636606142
441,,,391,391.000000000000000,391,391,12395.708565000000817,,,,,,0,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12395.708564984683107,356001.462164562020916
442,,,420,420.000000000000000,420,420,3868.356830879999961,,,,,,0,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868.356830882136819,116197.852262898944900
443,,,460,460.000000000000000,460,460,2675.741039449999789,,,,,,0,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675.741039446734248,58787.519021249325306
444,,,1,1.000000000000000,1,1,2494.487736269999914,,,,,,0,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2494.487736271284120,227384.642830193653936
445,,,2,2.000000000000000,2,2,14576.304734200000894,,,,,,0,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14576.304734165720220,3433595.097736384253949
446,,,3,3.000000000000000,3,3,1042.318461509999906,,,,,,0,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.318461514950286,59725.361971201426059
447,,,4,4.000000000000000,4,4,13163.318729700000404,,,,,,0,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13163.318729658745724,649477.277890723780729
448,,,5,5.000000000000000,5,5,1819.715858260000005,,,,,,0,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.715858258821527,183068.983698439347791
449,,,6,6.000000000000000,6,6,8200.329901330000212,,,,,,0,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200.329901333965609,508714.647767148970161
450,,,7,7.000000000000000,7,7,7762.029939439999907,,,,,,0,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7762.029939443537842,1863963.356139615643770
451,,,8,8.000000000000000,8,8,5894.375486189999719,,,,,,0,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5894.375486185887894,325538.302428320515901
452,,,17,17.000000000000000,17,17,6127.881855329999780,,,,,,0,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6127.881855328129859,168913.464983737183502
453,,,18,18.000000000000000,18,18,2465.748845609999989,,,,,,0,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465.748845607963176,65315.918918540155573
454,,,20,20.000000000000000,20,20,3716.356507099999817,,,,,,0,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3716.356507095561028,112184.684215216489974
455,,,21,21.000000000000000,21,21,5852.115586019999682,,,,,,0,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5852.115586019262992,161168.542125139472773
456,,,28,28.000000000000000,28,28,11912.547328700000435,,,,,,0,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11912.547328668279079,710252.008963045082055
457,,,29,29.000000000000000,29,29,5406.869834140000421,,,,,,0,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5406.869834135078236,172153.688207628118107
458,,,32,32.000000000000000,32,32,11693.218906500000230,,,,,,0,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11693.218906529611559,235542.064583999454044
459,,,33,33.000000000000000,33,33,315.526897693000024,,,,,,0,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.526897692894920,3492.639916952570729
460,,,42,42.000000000000000,42,42,12445.736112399999911,,,,,,0,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12445.736112354006764,370017.946216413693037
461,,,43,43.000000000000000,43,43,11185.275673300000562,,,,,,0,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11185.275673318714325,273635.963925435789861
462,,,52,52.000000000000000,52,52,3841.305997330000082,,,,,,0,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3841.305997326240686,48539.608433817360492
463,,,101,101.000000000000000,101,101,16822.095284300001367,,,,,,0,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16822.095284263643407,303964.389381947810762
464,,,9,9.000000000000000,9,9,12331.724015800000416,,,,,,0,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12331.724015777381283,1898368.019831486977637
465,,,10,10.000000000000000,10,10,2863.328880909999953,,,,,,0,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2863.328880909169129,250916.610836851905333
466,,,11,11.000000000000000,11,11,5663.919811110000410,,,,,,0,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5663.919811106012276,668120.864928695722483
467,,,12,12.000000000000000,12,12,18047.383167799998773,,,,,,0,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18047.383167776093615,1042109.070587380556390
468,,,13,13.000000000000000,13,13,27416.923560499999439,,,,,,0,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27416.923560511771939,1288332.460575408535078
469,,,14,14.000000000000000,14,14,2879.817108180000105,,,,,,0,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2879.817108180091964,266667.120762382633984
470,,,15,15.000000000000000,15,15,7300.730614090000017,,,,,,0,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7300.730614093143231,278554.657038341043517
471,,,16,16.000000000000000,16,16,9924.918299740000293,,,,,,0,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9924.918299736060362,1550399.787086253985763
472,,,22,22.000000000000000,22,22,8031.811565740000333,,,,,,0,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8031.811565738204990,1065821.623192055849358
473,,,23,23.000000000000000,23,23,4618.028981209999984,,,,,,0,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4618.028981210350139,295064.672183821094222
474,,,27,27.000000000000000,27,27,5496.578463720000400,,,,,,0,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496.578463720557920,111898.343254274615902
475,,,46,46.000000000000000,46,46,6487.785399759999564,,,,,,0,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6487.785399756471634,875939.862298859748989
476,,,47,47.000000000000000,47,47,4592.027442749999864,,,,,,0,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4592.027442753037576,216870.602319945988711
477,,,50,50.000000000000000,50,50,15829.536261799999920,,,,,,0,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15829.536261778797780,1660716.144385760184377
478,,,51,51.000000000000000,51,51,11780.572682300000452,,,,,,0,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11780.572682270287260,206878.261818922735984
