OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Shape_Leng,FID_VB600_smoothed,Id,InPoly_FID,FID_RCA,gridcode_1,Join_Count_1,TARGET_FID_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Leng_1,Surveyed,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_1,Z_Mean,Avg_Slope,Shape_Le_2,Shape_Area_1,Shape_Length,Shape_Area
1730,4,2,4053,4053.000000000000000,4053,4053,5815.392974579999645,,,,,,1,1730,{C128E74A-B7FF-473E-96B5-563CBB9F27BD},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31085.669999999998254,125.799999999999997,AK,190803060304,Lohi Creek-Middle Fork Chena River,S,NM,190803060305,0.000000000000000,0.000000000000000,73067.112474199995631,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,523.094845027000019,26.311382974899999,73067.112474199995631,125799246.395999997854233,5815.392974580850023,415863.169428849301767
1731,4,2,4054,4054.000000000000000,4054,4054,10793.658771200000047,,,,,,3,1731,{C128E74A-B7FF-473E-96B5-563CBB9F27BD},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31085.669999999998254,125.799999999999997,AK,190803060304,Lohi Creek-Middle Fork Chena River,S,NM,190803060305,0.000000000000000,0.000000000000000,73067.112474199995631,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,523.094845027000019,26.311382974899999,73067.112474199995631,125799246.395999997854233,10793.658771232478102,1576543.483998376643285
1732,4,2,4107,4107.000000000000000,4107,4107,3661.952291250000144,,,,,,3,1732,{C128E74A-B7FF-473E-96B5-563CBB9F27BD},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,31085.669999999998254,125.799999999999997,AK,190803060304,Lohi Creek-Middle Fork Chena River,S,NM,190803060305,0.000000000000000,0.000000000000000,73067.112474199995631,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,523.094845027000019,26.311382974899999,73067.112474199995631,125799246.395999997854233,3661.952291252760915,415810.064670781488530
1733,5,184,4108,4108.000000000000000,4108,4108,16466.272810800001025,,,,,,2,1733,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,16466.272810823851614,1924425.288182212505490
1734,3,61,4113,4113.000000000000000,4113,4113,1268.567472149999958,,,,,,1,1734,{89BE4B3B-AECE-4B35-806B-198EE947AB62},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23124.069999999999709,93.579999999999998,AK,190803060303,Ottertail Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,46265.310508299997309,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,46265.310508299997309,93579812.234400004148483,1268.567472150098638,51846.149957484798506
1735,3,61,4114,4114.000000000000000,4114,4114,15407.623055199999726,,,,,,1,1735,{89BE4B3B-AECE-4B35-806B-198EE947AB62},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23124.069999999999709,93.579999999999998,AK,190803060303,Ottertail Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,46265.310508299997309,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,46265.310508299997309,93579812.234400004148483,15407.623055190098967,928865.063569032121450
1736,3,61,4119,4119.000000000000000,4119,4119,11355.725757000000158,,,,,,1,1736,{89BE4B3B-AECE-4B35-806B-198EE947AB62},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23124.069999999999709,93.579999999999998,AK,190803060303,Ottertail Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,46265.310508299997309,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,46265.310508299997309,93579812.234400004148483,11355.725756953568634,262320.461631863261573
1737,3,61,4120,4120.000000000000000,4120,4120,11698.680512599999929,,,,,,1,1737,{89BE4B3B-AECE-4B35-806B-198EE947AB62},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,23124.069999999999709,93.579999999999998,AK,190803060303,Ottertail Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,46265.310508299997309,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,46265.310508299997309,93579812.234400004148483,11698.680512567940241,940120.654774220311083
1738,5,184,4153,4153.000000000000000,4153,4153,27313.200836500000150,,,,,,2,1738,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,27313.200836503208848,763863.168547449982725
1739,5,184,4154,4154.000000000000000,4154,4154,4186.614471509999930,,,,,,1,1739,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,4186.614471510249132,390377.289146153198089
1740,5,184,4189,4189.000000000000000,4189,4189,181.040093552999991,,,,,,1,1740,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,181.040093552509404,2212.637963735724497
1741,5,184,4189,4189.000000000000000,4189,4189,4525.829470710000351,,,,,,1,1741,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,4525.829470707019027,483566.477869170834310
1742,5,184,4190,4190.000000000000000,4190,4190,12584.733265000000756,,,,,,1,1742,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,12584.733265022090563,400593.387208869971801
1743,5,184,4225,4225.000000000000000,4225,4225,15152.241280899999765,,,,,,1,1743,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,15152.241280855574587,644208.644276309525594
1744,5,184,4226,4226.000000000000000,4226,4226,3426.630513369999790,,,,,,1,1744,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,3426.630513374754628,396762.184621094784234
1745,5,184,4243,4243.000000000000000,4243,4243,4076.216356169999926,,,,,,1,1745,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,4076.216356168571110,559145.211575521854684
1746,5,184,4244,4244.000000000000000,4244,4244,6444.450117499999578,,,,,,1,1746,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,6444.450117497995052,190928.707022457965650
1747,5,184,4270,4270.000000000000000,4270,4270,6282.925175710000076,,,,,,1,1747,{E7156CB3-C589-4D8C-B2CD-BD97E7535943},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35719.250000000000000,144.550000000000011,AK,190803060105,Shamrock Creek-Middle Fork Chena River,S,NM,190803060304,0.000000000000000,0.000000000000000,61084.976279599999543,1,235,50964.790000000000873,N3UW,111235,PNN3UW,54050,8/5/2021 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter updated using Sentinel-2 imagery.,68032,2021,8/6/2021 0:00:00,jljenkins, ,9/27/2021 0:00:00,,{D801B0C1-8B9C-4B60-A450-2496BEF3F70A},N,2020 - 2029,2021.000000000000000,2020.000000000000000,237825.033522999990964,0.000000000000000,0.000000000000000,61084.976279599999543,144550689.455000013113022,6282.925175712914097,704766.292092404677533
1748,3,142,3056,3056.000000000000000,3056,3056,555.352212269999995,,,,,,1,1748,{027C7526-766D-43B8-94D3-97EE29A5251B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,37511.550000000002910,151.800000000000011,AK,190803050307,Gold Creek,S,NM,190803050310,0.000000000000000,0.000000000000000,61857.439576999997371,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,0.000000000000000,0.000000000000000,61857.439576999997371,151803836.576999992132187,555.352212270055247,13318.727961587916070
1749,3,142,3102,3102.000000000000000,3102,3102,14424.992268699999840,,,,,,1,1749,{027C7526-766D-43B8-94D3-97EE29A5251B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,37511.550000000002910,151.800000000000011,AK,190803050307,Gold Creek,S,NM,190803050310,0.000000000000000,0.000000000000000,61857.439576999997371,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,0.000000000000000,0.000000000000000,61857.439576999997371,151803836.576999992132187,14424.992268741836597,369210.089553666708525
1750,3,142,3110,3110.000000000000000,3110,3110,7610.132709679999607,,,,,,1,1750,{027C7526-766D-43B8-94D3-97EE29A5251B},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,37511.550000000002910,151.800000000000011,AK,190803050307,Gold Creek,S,NM,190803050310,0.000000000000000,0.000000000000000,61857.439576999997371,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,0.000000000000000,0.000000000000000,61857.439576999997371,151803836.576999992132187,7610.132709679926847,214256.916889359854395
1751,3,62,3271,3271.000000000000000,3271,3271,15132.704017000000022,,,,,,1,1751,{5098B9FA-464C-40B3-BFA5-3913BE37B635},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13269.670000000000073,53.700000000000003,AK,190803050306,190803050306,S,NM,190803050307,0.000000000000000,0.000000000000000,31777.000511999998707,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,834.192702457999985,31.099430172700000,31777.000511999998707,53700447.832199998199940,15132.704017044843567,540023.245647015282884
1752,3,62,3411,3411.000000000000000,3411,3411,7985.626829689999795,,,,,,1,1752,{5098B9FA-464C-40B3-BFA5-3913BE37B635},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13269.670000000000073,53.700000000000003,AK,190803050306,190803050306,S,NM,190803050307,0.000000000000000,0.000000000000000,31777.000511999998707,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,834.192702457999985,31.099430172700000,31777.000511999998707,53700447.832199998199940,7985.626829690365412,202840.933891105960356
1753,3,62,3412,3412.000000000000000,3412,3412,6784.342554849999942,,,,,,1,1753,{5098B9FA-464C-40B3-BFA5-3913BE37B635},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13269.670000000000073,53.700000000000003,AK,190803050306,190803050306,S,NM,190803050307,0.000000000000000,0.000000000000000,31777.000511999998707,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,834.192702457999985,31.099430172700000,31777.000511999998707,53700447.832199998199940,6784.342554850652959,137456.239294201921439
1754,3,62,3465,3465.000000000000000,3465,3465,14558.555018200000632,,,,,,1,1754,{5098B9FA-464C-40B3-BFA5-3913BE37B635},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,13269.670000000000073,53.700000000000003,AK,190803050306,190803050306,S,NM,190803050307,0.000000000000000,0.000000000000000,31777.000511999998707,1,370,1577.160000000000082,BJT6,411370, ,1993.8,8/9/2005 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service,1873,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,13261.496368599999187,834.192702457999985,31.099430172700000,31777.000511999998707,53700447.832199998199940,14558.555018190450937,298140.555009034520481
1755,2,174,3561,3561.000000000000000,3561,3561,6997.217731460000323,,,,,,1,1755,{81ABAE23-F358-481D-92AB-DDDD42571429},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10328.709999999999127,41.799999999999997,AK,190803060302,Blackshell Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,34267.130997100000968,1,369,207.099999999999994, ,411369, ,273.2,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1872,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,4903.481199679999918,0.000000000000000,0.000000000000000,34267.130997100000968,41798789.562700003385544,6997.217731461719268,121426.600463900642353
1756,2,174,3562,3562.000000000000000,3562,3562,12819.975519699999495,,,,,,1,1756,{81ABAE23-F358-481D-92AB-DDDD42571429},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10328.709999999999127,41.799999999999997,AK,190803060302,Blackshell Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,34267.130997100000968,1,369,207.099999999999994, ,411369, ,273.2,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1872,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,4903.481199679999918,0.000000000000000,0.000000000000000,34267.130997100000968,41798789.562700003385544,12819.975519701176381,227156.690662820328726
1757,2,174,3622,3622.000000000000000,3622,3622,8789.805159620000268,,,,,,1,1757,{81ABAE23-F358-481D-92AB-DDDD42571429},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10328.709999999999127,41.799999999999997,AK,190803060302,Blackshell Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,34267.130997100000968,1,369,207.099999999999994, ,411369, ,273.2,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1872,2004,3/20/2019 0:00:00,jljenkins, ,9/23/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,4903.481199679999918,0.000000000000000,0.000000000000000,34267.130997100000968,41798789.562700003385544,8789.805159623119835,173905.927101042994764
1758,2,196,3777,3777.000000000000000,3777,3777,5490.811659629999667,,,,,,1,1758,{36F3B310-3E65-4614-BAEB-8C9DA7C055A8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,24986.169999999998254,101.120000000000005,AK,190803060301,Teuchet Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,50602.919913199999428,1,349,1880.369999999999891, ,311349, ,200,12/1/2004 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1229,2003,3/14/2019 0:00:00,jljenkins, ,9/1/1958 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,14925.254905199999484,0.000000000000000,0.000000000000000,50602.919913199999428,101115427.796000003814697,5490.811659629860515,91394.871083616075339
1759,2,196,3863,3863.000000000000000,3863,3863,7737.622941820000051,,,,,,1,1759,{36F3B310-3E65-4614-BAEB-8C9DA7C055A8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,24986.169999999998254,101.120000000000005,AK,190803060301,Teuchet Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,50602.919913199999428,1,349,1880.369999999999891, ,311349, ,200,12/1/2004 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1229,2003,3/14/2019 0:00:00,jljenkins, ,9/1/1958 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,14925.254905199999484,0.000000000000000,0.000000000000000,50602.919913199999428,101115427.796000003814697,7737.622941816626735,359842.420141358394176
1760,2,196,3883,3883.000000000000000,3883,3883,15687.837710699999661,,,,,,1,1760,{36F3B310-3E65-4614-BAEB-8C9DA7C055A8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,24986.169999999998254,101.120000000000005,AK,190803060301,Teuchet Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,50602.919913199999428,1,349,1880.369999999999891, ,311349, ,200,12/1/2004 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1229,2003,3/14/2019 0:00:00,jljenkins, ,9/1/1958 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,14925.254905199999484,0.000000000000000,0.000000000000000,50602.919913199999428,101115427.796000003814697,15687.837710697818693,362827.464969816966914
1761,2,196,3884,3884.000000000000000,3884,3884,4365.615844160000051,,,,,,1,1761,{36F3B310-3E65-4614-BAEB-8C9DA7C055A8},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,24986.169999999998254,101.120000000000005,AK,190803060301,Teuchet Creek,S,NM,190803060304,0.000000000000000,0.000000000000000,50602.919913199999428,1,349,1880.369999999999891, ,311349, ,200,12/1/2004 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1229,2003,3/14/2019 0:00:00,jljenkins, ,9/1/1958 0:00:00,, ,N,2000 - 2009,2003.000000000000000,2000.000000000000000,14925.254905199999484,0.000000000000000,0.000000000000000,50602.919913199999428,101115427.796000003814697,4365.615844156524872,257631.771328936796635
