OID_,uRCA_int,StreamDensity_COUNT,StreamDensity_MIN,StreamDensity_MAX,StreamDensity_RANGE,StreamDensity_MEAN,StreamDensity_STD,StreamDensity_SUM,uRCA
1,1,9.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000012458749099,4796.812713630576582,1
2,2,61.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403398206,0.000000000000000,32511.730614607291500,2
3,4,12.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000015258789062,6395.750284840768472,4
4,6,11.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000014548684528,5862.771094437371175,6
5,7,13.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000015834793752,6928.729475244165769,7
6,8,19.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000017149398405,10126.604617664550460,8
7,9,42.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397865,0.000000000000000,22385.125996942708298,9
8,10,6.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000010789593219,3197.875142420384691,10
9,11,16.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000015258789062,8527.667046454358569,11
10,12,49.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397979,0.000000000000000,26115.980329766502109,12
11,13,85.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403398434,0.000000000000000,45303.231184288866643,13
12,14,1.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397524,0.000000000000000,532.979190403397524,14
13,15,9.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000012458749099,4796.812713630576582,15
14,16,18.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000016084175925,9593.625427261153163,16
15,17,9.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000012458749099,4796.812713630576582,17
16,18,18.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000016084175925,9593.625427261153163,18
17,19,30.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000017619331945,15989.375712101920726,19
18,20,19.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000017149398405,10126.604617664550460,20
19,21,24.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000017619331945,12791.500569681536945,21
20,22,16.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000015258789062,8527.667046454358569,22
21,23,23.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000016835854625,12258.521379278139648,23
22,24,24.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000017619331945,12791.500569681536945,24
23,25,19.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000017149398405,10126.604617664550460,25
24,26,23.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000016835854625,12258.521379278139648,26
25,27,13.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000015834793752,6928.729475244165769,27
26,28,35.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397524,0.000012635477771,18654.271664118914487,28
27,29,9.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397411,0.000012458749099,4796.812713630576582,29
28,31,3.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397524,0.000000000000000,1598.937571210192573,31
29,32,45.000000000000000,532.979190403397524,532.979190403397524,0.000000000000000,532.979190403397865,0.000000000000000,23984.063568152905646,32
