"","uRCA","Dams_Per_Basin","Burned_n","Pond_Area_m2_mean","Main_n","Side_n","Off_n","Burned_numerical","Time_Since_Burn_min","Z_mean","picgla_PCT_MEAN","picmar_PCT_MEAN","rhoshr_PCT_MEAN","salshr_PCT_MEAN","sphagn_PCT_MEAN","vaculi_PCT_MEAN","vacvit_PCT_MEAN","alnus_PCT_MEAN","betshr_PCT_MEAN","bettre_PCT_MEAN","dectre_PCT_MEAN","dryas_PCT_MEAN","empnig_PCT_MEAN","erivag_PCT_MEAN","uRCA_Area_km2","Fire_Event_ID","Fire_Event_Area_in_uRCA_km2","Fire_Event_Area_Percent_of_uRCA","Fire_Event_Ignition_Date","BS1_AreaKm2","BS2_AreaKm2","BS3_AreaKm2","BS4_AreaKm2","BS_sum_AreaKm2","DNBR_MEAN","RDNBR_MEAN","uRCA_int","SOLAR_COUNT","SOLAR_MIN","SOLAR_MAX","SOLAR_RANGE","SOLAR_MEAN","SOLAR_STD","SOLAR_SUM","tmLichenLight_2015_MEAN","BroadleafTree_2015_MEAN","ConiferTree_2015_MEAN","DeciduousShrub_2015_MEAN","EvergreenShrub_2015_MEAN","Forb_2015_MEAN","ALD_1950_MEAN","ALD_1951_MEAN","ALD_1952_MEAN","ALD_1953_MEAN","ALD_1954_MEAN","ALD_1955_MEAN","ALD_1956_MEAN","ALD_1957_MEAN","ALD_1958_MEAN","ALD_1959_MEAN","ALD_1960_MEAN","ALD_1961_MEAN","ALD_1962_MEAN","ALD_1963_MEAN","ALD_1964_MEAN","ALD_1965_MEAN","ALD_1966_MEAN","ALD_1967_MEAN","ALD_1968_MEAN","ALD_1969_MEAN","ALD_1970_MEAN","ALD_1971_MEAN","ALD_1972_MEAN","ALD_1973_MEAN","ALD_1974_MEAN","ALD_1975_MEAN","ALD_1976_MEAN","ALD_1977_MEAN","ALD_1978_MEAN","ALD_1979_MEAN","ALD_1980_MEAN","ALD_1981_MEAN","ALD_1982_MEAN","ALD_1983_MEAN","ALD_1984_MEAN","ALD_1985_MEAN","ALD_1986_MEAN","ALD_1987_MEAN","ALD_1988_MEAN","ALD_1989_MEAN","ALD_1990_MEAN","ALD_1991_MEAN","ALD_1992_MEAN","ALD_1993_MEAN","ALD_1994_MEAN","ALD_1995_MEAN","ALD_1996_MEAN","ALD_1997_MEAN","ALD_1998_MEAN","ALD_1999_MEAN","ALD_2000_MEAN","ALD_2001_MEAN","ALD_2002_MEAN","ALD_2003_MEAN","ALD_2004_MEAN","ALD_2005_MEAN","ALD_2006_MEAN","ALD_2007_MEAN","ALD_2008_MEAN","ALD_2009_MEAN","ALD_2010_MEAN","ALD_2011_MEAN","ALD_2012_MEAN","ALD_2013_MEAN","ALD_2014_MEAN","ALD_2015_MEAN","X","LENGTH_M_sum","AREA_SQKM_mean","OUT_DIST_min","GRADIENT_mean","MNANPRC_M_mean","MEANANNCMS_mean","WIDTH_M_mean","DEPTH_M_mean","MAX_GRAD_D_max","LAKE_max","STRM_ORDER_max","AZIMTH_DEG_mean","SINUOSITY_mean","VAL_WIDTH_mean","FP_WIDTH_mean","DROPMAX_max","Fish_min","Basin_ID_min","VWI_Floor_mean","ValCnstrnt_mean","FlowVel_mean","BFQ_mean","StrmPow_mean","BeavHab_min","FISH_RESID_min","GEP_Cum_mean","GEP_mean","IP_CHIN2_mean","ELEV_M_mean","Shape_Area.x","Area_km2_RCA","Shape_Area.y","Area_km2_VB","Graminoid_2015_MEAN"
"1",157,1,1,1004.962,1,1,1,1,6,401.042,0.769634653248742,4.41850798512361,9.9673302705462,19.5432436374243,2.61306789178152,8.63950266170787,3.39695908991468,3.61795376649894,13.7264639393276,2.30781010719755,6.21074892437833,6.63140815284766,3.29927805731787,9.26467585502808,2.74328434058535,0,2.7432537252083,99.9999996269264,20110526,0.1935,0.5796,0.6642,1.3059,2.7432001,482.962314049587,697.163305785124,157,3056,401732.6875,717543.75,315811,600480.828646515,60532.5462441347,1835069412.34375,1.29146221786,12.1671573438,7.14654890415,12.9411187439,3.65325482499,6.82826300294,0.588002855839,0.572394391094,0.60342968143,0.94108727517,0.809725203911,0.721149035675,0.674893782613,0.602778865492,0.59756651894,0.681090969515,0.840998666985,0.798994477123,0.798997445514,0.627887005506,0.592076101267,0.641503035311,0.676237597616,0.811590407163,0.756025769419,0.634231493256,0.706138581655,0.799321123057,0.821886956443,0.915847461693,0.861026755984,1.00769209455,0.943779065258,1.0477627248,0.947600208576,1.03131904011,0.98655897463,0.991260836647,0.991257374554,0.893095341744,0.962782214741,0.775004508181,0.778710049222,0.853720522707,1.04621280708,1.0463196478,1.04936829473,0.729528779331,0.773761117652,0.870814281964,0.850221746613,0.865344050251,0.897436194959,1.01296560604,1.01306449518,1.02859353754,0.754698643303,0.802626706185,0.843138428986,0.843138428986,0.775494505479,0.990275465247,0.956496666337,1.03368906974,0.890269658328,0.810033157824,0.694452781029,0.78810715657,0.813123643715,0.762536229718,1.01054943393,0.735526452428,161,2550.929,48.403,111.019,0.007,0.368,0.214,1.803,0.089,0.021,0,4,176.885,1.095,20.972,29.032,0,1,5031606,11.629,16.134,0.524,0.084,7.357,1,1,0.269,0.171,0.437,387.916,2743284.34058573,2.74328434058573,321078.352009858,0.321078352009858,7.22727272727
"2",256,1,1,7342.114,1,1,1,1,6,331.7,0.675530801122325,7.99811549897399,14.2925164370367,17.2396666527074,8.68382260563675,9.54097742786549,5.759202646677,4.43184387955944,13.1634490556556,1.92227480212739,2.72209891536497,6.78206792579254,5.99903681058671,16.9983667657775,2.387179336459,0,2.38249118595505,99.8036109501985,20110526,0.387,0.6732,0.5841,0.6921,2.3364,357.559922928709,510.420038535646,256,2651,389239.78125,639962.125,250722,542555.662002546,55523.610213608,1438315059.96875,3.34302984511,4.09066868153,12.3456743483,17.3490744239,10.2803173404,3.98866641481,0.696138585771,0.72786968528,0.806364101888,1.05892647974,0.95561027023,0.851676312771,0.816635617898,0.728438897954,0.734997281213,0.878504271552,0.970567283708,0.954645429561,0.954645429561,0.746140815572,0.70851640869,0.755848786129,0.798997804279,0.958700929549,0.888189407182,0.859042567639,0.924835634522,0.97203450707,0.951065979079,1.08983275871,1.06962272149,1.1689463657,1.08319430863,1.16073350412,1.1245054241,1.18043353205,1.18043353205,1.12067748282,1.12067748282,1.06261680699,1.07052484858,0.919710370224,0.932360098139,0.998425495529,1.15510401189,1.1596475383,1.2390577578,0.850841642084,0.955777182741,1.03517935959,1.03529443714,1.08961050921,1.0612140981,1.17600284536,1.19014838793,1.09829956435,0.962564546745,0.949668135199,0.923186439922,0.871067574444,0.941238811309,1.15020738889,1.09975362924,1.18947607811,0.924018740563,0.829901160343,0.854101931557,0.963856314449,0.940892130691,0.933535830368,1.19457391042,0.955971425959,263,847.548,2.159,84.331,0.003,0.315,0.006,0.312,0.033,0.012,1,1,276.49,1.071,8.825,43.503,0,1,5031608,28.326,140.279,0.161,0.002,0.09,1,1,0.166,0.035,0.116,332.63,2387179.33645795,2.38717933645795,367851.204804093,0.367851204804093,15.2721518987
"3",296,1,1,1538.144,1,1,1,0,NA,392.606,10.0150235301126,12.7280395544171,11.8544588074105,15.5687853696313,1.90120926907726,9.11442187406922,7.67207958539346,11.6031810329422,10.7526300113183,20.5831059748615,22.901781140168,3.98799070709478,6.97196640257342,2.57214511228927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,9334,318506.96875,731160.0625,412653,589863.511098538,93770.4683360964,5505786012.59375,2.33976626997,29.7061220114,20.3003109253,13.3427683071,4.47464350809,1.12136807119,0.679471218972,0.707310438134,0.824965271529,0.968423603343,0.879541301803,0.842660176498,0.79022330846,0.694488521286,0.672525494329,0.845832730066,0.864553342361,0.84964558096,0.846297756889,0.721031203678,0.689808847397,0.756020098479,0.747334506534,0.944888615562,0.796489146644,0.747903505127,0.871083070547,0.903414557192,0.846700426261,0.961614623017,0.911068306346,1.04460563245,0.943459551596,1.03432204005,1.00555542961,1.07346516192,1.07346516192,0.993464255483,0.993489235628,0.919211576546,0.924466980446,0.822742679568,0.823184148216,0.86827591383,1.04260353584,1.05522407873,1.11689630195,0.874453301395,0.875124721878,0.914856417246,0.90046796442,0.923387489408,0.926570767252,1.03269657977,1.03533964476,1.01003209799,0.823291656499,0.851717187774,0.817982926329,0.797229022655,0.81029488479,1.06419221791,0.981472331867,1.05036034294,0.910670495759,0.844287475002,0.890157129899,0.933170367281,0.877018666305,0.844113474261,1.09121798342,0.821406464343,304,6063.046,42.708,70.542,0.013,0.391,0.203,1.755,0.088,0.03,0,3,240.585,1.053,78.66,46.155,0,1,5031607,44.503,26.122,0.69,0.106,14.93,1,1,0.309,0.236,0.406,384.075,8393262.4307532,8.3932624307532,878788.686388856,0.878788686388856,5.55017921147
"4",299,1,1,1312.918,1,1,1,0,NA,388.48,21.1689766470477,11.6901461932789,6.75223087146383,16.5177520410101,6.19498765900892,6.02259350674008,4.80178469717107,7.715967343839,8.73951015758496,4.07423580786026,4.49382950446174,3.12340991076514,3.03493449781659,4.90848680463262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,584,587433.75,625378.625,37945,604025.622859589,5149.78239132768,352750963.75,1.91638225256,5.53754266212,33.5887372014,11.0750853242,3.76279863481,1.97610921502,0.786578330556,0.833200209563,0.957233411338,1.10327500403,1.08751466352,0.92249912024,0.840021553408,0.756696105629,0.818217431285,1.0851746202,1.08762547611,0.935425547153,0.934672140496,0.757693534344,0.74954575331,0.83292106982,0.833254398801,1.05506708572,0.938690189909,0.880219935672,0.993310963998,1.11559459465,0.943674837013,1.15739859726,1.09499282981,1.30277467529,1.12963501377,1.28491566264,1.14447195291,1.36118003439,1.35711974942,1.32192542676,1.32192542676,1.29411907399,1.2027396119,1.02843682873,1.02860720484,1.07162851982,1.24244438095,1.24269259141,1.32196065794,0.871805566138,1.08159894488,1.03651522514,1.00259588207,1.12363228132,1.06480089367,1.22070703063,1.25163938424,1.26335000842,0.963324600457,0.980178600315,1.00748581602,1.00748581602,0.999018222041,1.23679939461,1.17465643557,1.2711339331,1.08018901852,1.06412917226,1.00349762001,1.03500288533,0.978741052121,0.98657213066,1.3015622582,0.913412465011,307,1665.452,516.606,117.881,0.001,0.423,3.214,6.941,0.192,0.026,0,5,228.235,1.283,53.582,129.064,0,1,5031603,7.719,18.593,0.366,0.487,6.145,1,1,0.3,0.071,0.885,387.539,526496.872652138,0.526496872652138,519053.629608211,0.519053629608211,2.94539249147
"5",321,1,1,130.928,1,1,1,1,48,411.874,22.3946040572547,15.2787903751759,7.32756667696427,14.48494834037,1.34507259808465,8.97408437167473,5.65853156214602,8.42951292348883,8.60783304156798,12.8858682593622,15.6324786324786,6.36295609789586,2.88851131019806,0.726118147804895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,3218,429570.65625,735466.6875,305896,657124.884060364,50350.7780568862,2114627876.90625,1.85546633725,17.3690549722,35.3560840025,7.91043854231,1.32674490426,0.733168622607,0.627993813515,0.617196472154,0.744703402914,0.880355189896,0.779507437677,0.76147427308,0.689573335994,0.615693911423,0.644587408447,0.806862821367,0.830147049519,0.802687937046,0.745716131238,0.619331230258,0.607068462439,0.67430442079,0.662908054586,0.828822750362,0.738097166457,0.698973381193,0.791530328908,0.883878581838,0.885206324717,0.9230218213,0.906525136623,1.05428961679,0.890324940998,1.06779968576,0.897896655321,1.00584050689,0.979875087409,1.00650810666,1.00650810666,0.941301379228,0.898075678138,0.763036753677,0.76387930886,0.79906345308,0.910187299485,0.935329249979,1.02713978042,0.990712228196,0.822678123014,0.860368459992,0.823434281464,0.895526595769,0.845405727622,0.997551116933,1.01230252727,0.991345879937,0.753845603978,0.755041799095,0.771802695024,0.688880271371,0.785566417411,1.01215128904,0.918405331195,0.979168114842,0.828186801339,0.693036290599,0.839808704907,0.846330061937,0.825231615535,0.793815357373,1.06789650437,0.777231240482,329,3594.985,304.508,121.955,0.005,0.427,1.851,5.275,0.164,0.03,0,4,246.441,1.148,53.911,58.539,0,1,5031603,10.216,11.098,0.606,0.524,41.432,1,1,0.305,0.151,0.866,407.901,2916820.04306905,2.91682004306905,886555.80842492,0.88655580842492,0.959821428571
"6",324,5,5,918.849,5,5,5,1,7,0,2.80267024220466,6.29483924343138,13.8633212563832,17.3222833994237,11.1629247140045,11.4882891621259,5.756397455282,3.56234844378513,16.3480729181525,2.23809659658232,3.01988417539155,1.47422474538556,3.30819045445468,24.0208256069381,3.50400138025975,0,2.8106142470167,80.2115573613708,20100526,1.5957,0.9153,0.1179,0.0018,2.6307001,107.007654836465,179.812108559499,324,3893,582085.1875,609580.375,27495,597105.156595171,2269.62974448445,2324530374.625,0.00308008213552,4.25795687885,10.3377823409,23.6098562628,5.75847022587,2.03080082136,0.940869175461,1.04817771767,1.26785857034,1.33221430144,1.21308047837,1.19791079743,1.16412308582,0.901832832835,1.03362141248,1.23355335732,1.33886292388,1.24078529415,1.16419273871,0.961635794749,0.913556822715,1.02263348074,1.16458226248,1.31708077629,1.11084641336,1.11728191977,1.23816641526,1.29524469543,1.21667186653,1.49562491672,1.23468430798,1.46660678843,1.42722228407,1.57076837085,1.31597723302,1.54103943932,1.54103943932,1.49114379072,1.43745888982,1.26883351718,1.46349009596,1.39540728662,1.38202670825,1.45280200846,1.6475042608,1.52982490139,1.69549945616,1.05936138963,1.26976985892,1.29239897505,1.28587051299,1.54755760208,1.2762840214,1.5079699488,1.59115949739,1.3468085743,1.21926981326,1.39337697987,1.23360997243,1.23360997243,1.36771878686,1.60287259054,1.3511791402,1.52444950437,1.3791410712,1.04458450922,1.32135905847,1.31678225591,1.27806569504,1.44028159525,1.54258754897,1.09240829125,332,3103.919,51.305,631.599,0,0.328,0.195,6.452,0.419,0.009,0,3,256.682,1.147,238.23,98.222,0,1,3070107,36.92,15.278,0.562,1.521,3.851,1,1,0.063,0.025,0.412,290.837,3504001.38026009,3.50400138026009,3504001.38026188,3.50400138026188,16.6486751717
"7",328,2,2,1722.997,2,2,2,1,48,397.814,27.6827956989247,8.33736559139785,3.79614695340502,18.0779569892473,0.077060931899642,3.59498207885305,3.96639784946237,11.0008960573477,6.24731182795699,8.33019713261649,10.8673835125448,2.79928315412186,0.293010752688172,0.14247311827957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,248,586480.1875,625381.9375,38902,604605.078629032,7547.16297211968,149942059.5,0.0826446280992,13.9917355372,34.194214876,16.1198347107,0.0413223140496,3.01239669421,0.661528360824,0.652635040146,0.783291633167,0.949281218015,0.816020736376,0.796537715693,0.728374313259,0.648395177608,0.686726150521,0.856998273045,0.886010692321,0.830542431032,0.807349359821,0.656134050409,0.641986260082,0.711280152969,0.7188596544,0.89850296795,0.76180101643,0.74041067873,0.820446847104,0.933648671727,0.935449949834,0.963744689215,0.937242276384,1.10967156436,0.911720425103,1.15062299927,0.97797355426,1.0781319011,1.07395227066,1.09676035382,1.096760378,1.00146598895,0.952848720092,0.80969122633,0.810750004924,0.835490933716,1.00114454826,1.00514666838,1.0817875335,1.05149182174,0.872576520445,0.903995921374,0.872383048797,0.951524910722,0.90457181174,1.04477463538,1.07181316543,1.08021293925,0.784718640401,0.788024927278,0.8258579895,0.822602587233,0.817359013534,1.0548855481,0.954037889914,1.0278655596,0.889670613785,0.843895507945,0.865885460763,0.859199447467,0.850810681855,0.829849075985,1.13789344615,0.836201264686,336,856.482,308.847,121.152,0.003,0.425,1.873,5.306,0.165,0.03,0,4,256.606,1.261,70.586,82.816,0,1,5031603,13.304,15.607,0.449,0.392,33.542,1,1,0.304,0.075,0.852,397.306,222679.969161366,0.222679969161366,219239.242643466,0.219239242643466,0.619834710744
"8",330,2,2,337.508,2,2,2,1,48,437.762,6.31624409644544,19.0753169276659,11.5357320407656,15.2451528709918,1.44404051702709,9.18885160328113,7.05583519761372,8.2045426298782,7.9293748446433,4.27898956002983,9.29312701963709,7.31341660452399,7.97107258264976,2.85921575938355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,3574,395256.71875,649484.1875,254227,540986.187534975,50126.1315083913,1933484634.25,8.65976496922,1.78399552322,29.8900391718,11.5923335199,8.96166759933,0.274202574147,0.598115151181,0.568799179711,0.666164963653,0.821301609108,0.727109907733,0.703313054107,0.634517842414,0.571427460834,0.578163422904,0.692719505861,0.767236892889,0.70773197433,0.697979403584,0.590348038368,0.570304644678,0.634835052935,0.637120143272,0.783744164038,0.680118183681,0.604759870197,0.688135636841,0.76685714403,0.773349694989,0.862085093198,0.846106434134,0.977583237436,0.85586518556,1.01813817513,0.850716454401,0.946327024684,0.906719308548,0.927487386109,0.927487386109,0.869022131927,0.851815985179,0.717455191164,0.718113858355,0.75673622997,0.878995621244,0.910219872875,0.979846335177,0.708497654455,0.748201583954,0.797825010337,0.756843051794,0.801664612621,0.795921231583,0.935478251043,0.95196514455,0.979562458236,0.703297243483,0.703297244496,0.728373963838,0.701000430702,0.703535025577,0.923946137967,0.846632583113,0.932501650616,0.808851950402,0.642685215098,0.767302048319,0.778787986071,0.768321501981,0.707433758683,0.971308063948,0.727877251298,338,2788.208,3.542,128.712,0.006,0.35,0.012,0.433,0.04,0.032,0,2,245.533,1.053,11.275,22.464,2.266,1,5031603,25.876,52.547,0.257,0.004,0.435,1,1,0.236,0.135,0.164,441.119,3217898.26634982,3.21789826634982,524994.328395074,0.524994328395074,0.262295081967
"9",344,2,2,1111.26,2,2,2,0,NA,0,5.09783066731842,10.9214860013147,14.6062838168119,15.5019636927537,7.11588315606722,11.1983245402599,6.18401402396885,4.71989144908726,19.2959697945286,3.42542181468809,4.84017395115209,1.20017867075699,4.77433546277412,21.4203988066142,5.93156862421617,0,0.534208272635785,9.00618919775269,20100526,0.2835,0.2115,0.0441,0,0.5391,140.210708117444,221.210708117444,344,6586,579642.625,610408.625,30766,596960.104226769,2513.56391308667,3931579246.4375,0,4.92444242148,12.6791078744,22.6569564558,5.5627370657,1.72371415567,0.966644199918,1.07196422425,1.26946928589,1.3464729704,1.21831824683,1.16553668142,1.16041251024,0.890084206345,0.998962213622,1.22005891712,1.36812236302,1.26548297032,1.16425093358,0.991861607758,0.936632770422,1.04949529378,1.18153930797,1.35416863952,1.11973323167,1.1253099515,1.26482364206,1.31580106997,1.24227215712,1.46644562898,1.29403776031,1.5254219173,1.41871782205,1.59819402158,1.32972244313,1.572474213,1.572474213,1.47913541218,1.45425645228,1.28096427121,1.45242212742,1.38422008018,1.37451203448,1.42189691689,1.64815370278,1.54226579507,1.67766358095,1.13119151322,1.33538178019,1.34441159542,1.29739431986,1.56860144899,1.29907885455,1.50962265767,1.60415126261,1.38324006937,1.21124008603,1.36660225684,1.25036434497,1.25036434497,1.34196674196,1.6058336584,1.36744196052,1.54740103488,1.36327905262,1.07616165947,1.34664526798,1.34610882686,1.31055985099,1.46279539306,1.56240251687,1.1395823321,352,7543.021,22.067,634.708,0.001,0.322,0.078,4.229,0.33,0.019,0,2,239.059,1.2,138.566,79.049,0,1,3070107,32.869,18.873,0.482,0.668,10.311,1,1,0.039,0.023,0.303,293.123,5931568.62421411,5.93156862421411,5931568.6242149,5.9315686242149,13.5294460641
"10",345,1,1,5320.878,1,1,1,0,NA,0,4.39831571402974,8.13987935256525,14.7568536104641,17.0922176431942,7.55169324493818,10.6115391506898,6.01098966732366,4.87815803619423,19.3437854625814,3.81186167353521,5.83097413844592,1.43904915487069,4.83646897210775,22.4297318282267,1.67501795040141,0,0.153081934797491,9.13912378984272,20100526,0.1314,0,0,0,0.1314,-9.12903225806452,20.2258064516129,345,1863,592732.5625,603935.1875,11203,597567.84195518,1427.00659416133,1113268889.5625,0,5.40656973613,9.15024232633,22.6925148088,5.52557889068,2.84491114701,0.944390843937,1.06011633949,1.2516421414,1.31262972592,1.20162741284,1.17334361993,1.15745286407,0.892017301899,1.02361252783,1.22882473467,1.32777275094,1.2246343615,1.14809617564,0.961231260445,0.909600338588,1.02441016301,1.15806222292,1.31049098837,1.09660472551,1.10785586755,1.22801193883,1.28666835219,1.2026232559,1.46202353797,1.23975731892,1.47153781642,1.39700306049,1.55640120506,1.30426147667,1.52411012993,1.52411012993,1.46183935161,1.41015364429,1.26150553234,1.45421078028,1.36940307831,1.36940308972,1.42280307165,1.6234693864,1.51949903609,1.66248437525,1.06063160561,1.26563623991,1.28875234677,1.27803528301,1.53103306117,1.27308347562,1.49437071972,1.57574877308,1.33223674773,1.19653854068,1.36849231743,1.2171258686,1.2171258686,1.34952252645,1.58754550375,1.33398155559,1.51108369788,1.37250124408,1.04973722918,1.32524089419,1.32033375312,1.28267867821,1.43797376213,1.51834661421,1.09594492931,353,2493.148,20.998,634.703,0.001,0.338,0.075,4.137,0.32,0.009,0,3,254.197,1.052,202.182,172.017,0,1,3070107,48.785,41.503,0.551,0.727,15.798,1,1,0.092,0.015,0.302,292.78,1675017.95040057,1.67501795040057,1675017.95040026,1.67501795040026,21.8017241379
