,X.1,uRCA,Dams_Per_Basin,Burned_n,Pond_Area_m2_mean,Main_n,Side_n,Off_n,Burned_numerical,Time_Since_Burn_min,Z_mean,alnus_PCT_MEAN,betshr_PCT_MEAN,bettre_PCT_MEAN,dectre_PCT_MEAN,dryas_PCT_MEAN,empnig_PCT_MEAN,erivag_PCT_MEAN,picgla_PCT_MEAN,picmar_PCT_MEAN,rhoshr_PCT_MEAN,salshr_PCT_MEAN,sphagn_PCT_MEAN,vaculi_PCT_MEAN,vacvit_PCT_MEAN,uRCA_Area_km2,Fire_Event_ID,Fire_Event_Area_in_uRCA_km2,Fire_Event_Area_Percent_of_uRCA,Fire_Event_Ignition_Date,BS1_AreaKm2,BS2_AreaKm2,BS3_AreaKm2,BS4_AreaKm2,BS_sum_AreaKm2,DNBR_MEAN,RDNBR_MEAN,uRCA_int,SOLAR_COUNT,SOLAR_MIN,SOLAR_MAX,SOLAR_RANGE,SOLAR_MEAN,SOLAR_STD,SOLAR_SUM,tmLichenLight_2015_MEAN,BroadleafTree_2015_MEAN,ConiferTree_2015_MEAN,DeciduousShrub_2015_MEAN,EvergreenShrub_2015_MEAN,Forb_2015_MEAN,ALD_1950_MEAN,ALD_1951_MEAN,ALD_1952_MEAN,ALD_1953_MEAN,ALD_1954_MEAN,ALD_1955_MEAN,ALD_1956_MEAN,ALD_1957_MEAN,ALD_1958_MEAN,ALD_1959_MEAN,ALD_1960_MEAN,ALD_1961_MEAN,ALD_1962_MEAN,ALD_1963_MEAN,ALD_1964_MEAN,ALD_1965_MEAN,ALD_1966_MEAN,ALD_1967_MEAN,ALD_1968_MEAN,ALD_1969_MEAN,ALD_1970_MEAN,ALD_1971_MEAN,ALD_1972_MEAN,ALD_1973_MEAN,ALD_1974_MEAN,ALD_1975_MEAN,ALD_1976_MEAN,ALD_1977_MEAN,ALD_1978_MEAN,ALD_1979_MEAN,ALD_1980_MEAN,ALD_1981_MEAN,ALD_1982_MEAN,ALD_1983_MEAN,ALD_1984_MEAN,ALD_1985_MEAN,ALD_1986_MEAN,ALD_1987_MEAN,ALD_1988_MEAN,ALD_1989_MEAN,ALD_1990_MEAN,ALD_1991_MEAN,ALD_1992_MEAN,ALD_1993_MEAN,ALD_1994_MEAN,ALD_1995_MEAN,ALD_1996_MEAN,ALD_1997_MEAN,ALD_1998_MEAN,ALD_1999_MEAN,ALD_2000_MEAN,ALD_2001_MEAN,ALD_2002_MEAN,ALD_2003_MEAN,ALD_2004_MEAN,ALD_2005_MEAN,ALD_2006_MEAN,ALD_2007_MEAN,ALD_2008_MEAN,ALD_2009_MEAN,ALD_2010_MEAN,ALD_2011_MEAN,ALD_2012_MEAN,ALD_2013_MEAN,ALD_2014_MEAN,ALD_2015_MEAN,X,LENGTH_M_sum,AREA_SQKM_mean,OUT_DIST_min,GRADIENT_mean,MNANPRC_M_mean,MEANANNCMS_mean,WIDTH_M_mean,DEPTH_M_mean,MAX_GRAD_D_max,LAKE_max,STRM_ORDER_max,AZIMTH_DEG_mean,SINUOSITY_mean,VAL_WIDTH_mean,FP_WIDTH_mean,DROPMAX_max,Fish_min,Basin_ID_min,VWI_Floor_mean,ValCnstrnt_mean,FlowVel_mean,BFQ_mean,StrmPow_mean,BeavHab_min,FISH_RESID_min,GEP_Cum_mean,GEP_mean,IP_CHIN2_mean,ELEV_M_mean,Shape_Area.x,Area_km2_RCA,Shape_Area.y,Area_km2_VB,Graminoid_2015_MEAN,dams_per_km2,dams_per_km_linear,mean_pond_area_m2perkm2,percent_main_ponds,percent_side_ponds,percent_off_ponds,Burned_basin,percent_severe_burn,percent_moderate_burn,percent_mild_burn,percent_no_burn,percent_woody_cover,decidous_conifer_ratio
89,89,3404,1,1,818.305,1,1,1,1,34,307.878,12.37733297,5.603462267,9.260210982,11.818231,0.272923992,1.552880714,1.15715445,14.79902624,2.431971869,3.657560184,20.32837436,2.622126048,5.114687585,2.430889911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3404,539,533380.25,662405.375,129025,590207.0354,12998.01617,318121592.1,0.606003752,20.0750469,22.65103189,22.14258912,4.061913696,1.707317073,0.623009702,0.700372528,0.790506307,1.142044792,0.920074046,0.990184006,0.835213266,0.666131274,0.746792995,0.882897049,0.919438543,0.92066494,0.919010962,0.724408643,0.662569627,0.766514649,0.763947225,0.888208432,0.771972843,0.744127901,0.869520711,0.957250502,0.95725338,0.981996619,0.924770043,0.99804985,1.086411084,1.205937457,1.171097499,1.237550119,1.237544866,1.207348521,1.207349544,0.947269827,1.061102006,1.051815166,1.051833746,1.085090329,1.235689602,1.235689528,1.340121246,1.340123729,0.938554651,1.012524931,1.070337265,1.074422836,1.018194658,1.08004596,1.169018564,1.105538076,0.831857418,0.914250765,0.956486204,0.72496793,0.978051854,1.143412614,1.179433519,1.214742177,1.189447275,1.182705503,0.91141895,1.098699574,1.024711324,0.951982593,1.219660637,0.849329488,3546,1849.655,272.621,192.681,0.005,0.462,1.837,5.254,0.164,0.038,0,5,235.662,1.056,342.871,187.329,2.7,1,5060202,65.251,35.648,0.558,0.48,110.052,1,1,0.262,0.141,0.892,310.65,1470647.32,1.47064732,369735.8045,0.369735805,2.849906191,2.704633924,0.000540641,2213,100,100,100,0,NA,NA,NA,NA,69.91506627,3.057516914
90,90,3408,3,3,1831.655,3,3,3,0,NA,526.99,3.828034682,7.063583815,0.843930636,2.030346821,2.777456647,2.437861272,1.247109827,8.579479769,5.030346821,5.280346821,11.09104046,0.721098266,6.319364162,2.605491329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3408,165,563752.25,698011.125,134259,632520.8598,22447.47556,104365941.9,2.290697674,3.802325581,19.16860465,18.22674419,6.558139535,1.598837209,0.594511235,0.595941563,0.694835537,0.853130116,0.85314188,0.747744311,0.656919029,0.566731914,0.627962159,0.766268155,0.769150805,0.751257975,0.64498058,0.635484087,0.561903384,0.602730116,0.599147821,0.732892578,0.733843654,0.663574673,0.749536458,0.814762999,0.814762999,0.850571494,0.795269585,0.922183296,0.908310924,0.982306727,0.950022773,1.037539602,1.037539602,0.959598135,0.958522902,0.928056111,0.940996254,0.789762427,0.789778725,0.76422138,0.965569441,0.976986917,1.069510204,1.069749729,0.83522289,0.868136087,0.88564311,0.941452324,0.868797591,0.965546419,0.986673132,0.915942991,0.904102318,0.720238307,0.694438356,0.69268184,0.703862676,0.95011507,0.954710621,0.961416307,0.96232473,0.800497767,0.797721711,0.785111474,0.815323744,0.795955154,0.987209723,0.994089558,3550,214.853,2.39,186.602,0.002,0.454,0.011,0.414,0.039,0.029,0,1,91.965,1.118,5.004,63.727,0,1,5050207,12.085,154.495,0.166,0.002,0.07,1,1,0.334,0.117,0.163,524.75,604306.1587,0.604306159,68908.18022,0.06890818,5.505813953,43.53619542,0.013963035,26581,100,100,100,0,NA,NA,NA,NA,42.75578035,2.141537481
91,91,3449,2,2,1718.356,2,2,2,0,NA,531.328,4.256794425,9.577526132,0.557404181,1.581358885,4.533623693,2.034320557,2.286324042,10.75818815,4.396515679,4.965940767,16.28388502,1.882491289,7.104442509,2.406271777,1.639958759,0,0.834489401,50.88478516,20070620,0.1323,0.2547,0.4374,0,0.8244,224.9672686,647.969526,3449,1822,426545.3125,713658.1875,287113,608215.0582,25051.97761,1108167836,1.123558484,3.243822076,21.60186711,16.30807249,6.172432729,3.164195497,0.569839441,0.558717972,0.648906294,0.822775287,0.822775287,0.734592774,0.653289296,0.53440473,0.582709848,0.714742099,0.740443469,0.717455327,0.645795936,0.632858845,0.54672009,0.587970733,0.585445322,0.704307761,0.704307761,0.621292121,0.707811579,0.771653555,0.780292294,0.837252966,0.762713341,0.870167686,0.890626778,0.967359342,0.899940813,0.993236276,0.993236276,0.935553078,0.935665697,0.910660113,0.887570293,0.759171952,0.759246007,0.745510399,0.968052619,0.973396483,1.035076743,1.03526975,0.799783606,0.844944446,0.913096541,0.942190184,0.842097449,0.948184534,0.969903318,0.878628214,0.873238178,0.714307888,0.67421132,0.674211329,0.729470188,0.923655808,0.888992092,0.949134925,0.949219207,0.828598191,0.745091831,0.746173146,0.786967582,0.737858004,0.990328821,0.990572596,3593,4566.381,157.518,188.313,0.008,0.475,1.064,4.004,0.14,0.03,0,4,260.809,1.129,39.593,99.618,0,1,5050204,9.895,24.839,0.696,0.39,46.18,1,1,0.364,0.128,0.703,545.032,5695157.783,5.695157783,1148742.977,1.148742977,5.387149918,1.741033494,0.000437984,1496,100,100,100,1,0,38.07640252,22.17206155,11.51693657,52.9347561,2.492958799
92,92,3450,1,1,15099.909,1,1,1,0,NA,531.497,2.744805781,7.663655525,0.259409816,1.586720867,2.608401084,3.602529359,2.522734116,9.955133996,7.742999097,6.386479976,15.74360132,3.135200241,6.811201445,2.199638663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3450,1003,586907.875,703431.5625,116524,617767.7301,9824.234994,619621033.3,3.217217217,1.638638639,22.96596597,16,7.808808809,1.023023023,0.532687697,0.523415799,0.579888362,0.79395365,0.79395365,0.701041072,0.608207982,0.529878938,0.534122914,0.63879299,0.696549979,0.679497197,0.640737958,0.634319032,0.51641284,0.552647293,0.556629975,0.660507451,0.660507451,0.572054215,0.640150851,0.715187005,0.734782831,0.794597882,0.741970528,0.815855502,0.864668052,0.93820539,0.86333988,0.947491035,0.947491035,0.890814304,0.89097828,0.86650814,0.848200026,0.711283888,0.71154456,0.714073561,0.916908342,0.921204988,0.994539153,0.99467045,0.810155888,0.74763686,0.926441582,0.93298087,0.818806262,0.924394377,0.950052234,0.849988731,0.818528757,0.698296392,0.663947677,0.663947677,0.723650019,0.875844443,0.853196586,0.942646541,0.942692541,0.785814473,0.687023758,0.688257271,0.733487239,0.685050386,0.950279767,0.953253441,3594,1665.599,1224.716,188.312,0.005,0.531,10.949,12.774,0.271,0.029,0,6,214.868,1.052,149.224,264.081,0,1,5050207,11.68,20.672,0.957,3.314,169.894,1,1,0.297,0.074,0.935,533.475,1254771.569,1.254771569,664432.1472,0.664432147,6.18018018,1.505044577,0.000600385,22726,100,100,100,0,NA,NA,NA,NA,50.92080699,1.877185222
93,93,3487,1,1,1490.608,1,1,1,1,59,253.399,7.681003584,13.16845878,2.899641577,5.200716846,0.068100358,4.164874552,0.559139785,2.992831541,12.34408602,12.21505376,19.70609319,0,11.64516129,2.591397849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3487,101,534045.4375,635909.3125,101864,584714.1064,27158.22958,59056124.75,1.673913043,8.434782609,25.77173913,23.93478261,3.054347826,4.141304348,0.70382115,0.7978747,0.915164635,1.045899765,0.957062097,0.873451876,0.82011355,0.702048337,0.781226683,0.918424581,0.931243903,0.950538763,0.94969203,0.725276768,0.653318532,0.718053285,0.754129238,0.948393512,0.716743544,0.805204255,0.923851327,0.962191887,0.933795376,1.013663313,0.999394041,1.072380317,1.117714991,1.208402961,1.208402961,1.181404448,1.181404448,1.146812018,1.146812018,0.962667059,1.100354573,1.084988939,1.084995348,1.061681914,1.191089937,1.193789681,1.289705882,0.827872711,0.935692433,1.032648681,1.002342089,1.185545155,0.935673171,1.091424243,1.227886465,1.035519931,0.895491996,0.896903517,0.945749628,0.939542287,0.915916469,1.172448034,1.051253709,1.191042538,1.038531582,0.804126529,1.013246883,1.029889584,1.030585549,1.097907532,1.159849346,0.86796144,3634,335.919,2.04,142.215,0.048,0.402,0.008,0.353,0.035,0.052,0,2,294.637,1.015,68.142,41.077,2.7,1,5060603,192.92,115.868,0.716,0.009,175.004,0,1,0.241,0.211,0.048,258.339,2780174.197,2.780174197,28485.32912,0.028485329,3.097826087,35.10579063,0.002976908,52329,100,100,100,0,NA,NA,NA,NA,70.43727599,3.592661837
94,94,3505,1,1,2883.556,1,1,1,0,NA,599.883,3.072277303,9.830469992,0.443502611,0.94845985,3.769545145,3.945281162,4.049950806,7.646862938,4.886929539,6.152349958,15.53825778,3.867100583,7.619692727,2.768107167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3505,1871,335134.7188,704987.9375,369853,607375.9797,36197.42279,1136400458,1.505851064,1.974468085,16.49787234,20.46010638,5.309042553,2.264361702,0.524714116,0.529488612,0.563961297,0.709031714,0.709032071,0.61114451,0.543995078,0.496028116,0.529974233,0.628055189,0.635514017,0.601294433,0.562626464,0.561715802,0.479144942,0.507338906,0.520263197,0.638505334,0.639677838,0.560715279,0.596733981,0.654922425,0.648413404,0.693563879,0.666212275,0.743435909,0.74966137,0.812498258,0.769397276,0.821590738,0.82328061,0.790072765,0.784920639,0.744932552,0.744058762,0.633847055,0.634152245,0.629423763,0.798442918,0.803390936,0.878158857,0.878479616,0.758222367,0.696385608,0.785953494,0.821267187,0.701346294,0.800758424,0.815126407,0.791376775,0.69973601,0.603117391,0.596998132,0.597355377,0.642649424,0.787821719,0.766923743,0.797678392,0.797710615,0.696459659,0.661342761,0.654198234,0.666967223,0.623957428,0.810157733,0.848941456,3653,8636.426,141.73,190.49,0.009,0.486,0.98,3.843,0.137,0.03,0,4,272.84,1.095,38.633,34.751,0,1,5050202,10.06,9.057,0.757,0.397,45.504,1,1,0.304,0.241,0.694,572.219,16034410.61,16.03441061,1322615.636,1.322615636,6.694680851,0.756077558,0.000115789,2180,100,100,100,0,NA,NA,NA,NA,49.03799289,2.912462487
95,95,3516,1,1,7232.398,1,1,1,1,67,291.395,8.595651835,8.479700771,4.097716824,5.932595652,0.394919349,3.462323697,4.36226915,10.95721967,6.957998909,7.453596197,20.29626744,4.877892932,8.24468168,3.057585911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3516,1470,459236.125,666039.75,206804,593334.9505,18120.82627,872202377.3,2.850746269,12.7761194,22.75712347,22.59701493,7.591587517,1.168928087,0.67107378,0.719661023,0.78947532,1.120170004,0.924400502,0.988408389,0.821591991,0.704436531,0.753772893,0.884881013,0.951239964,0.951142031,0.898011747,0.732417119,0.677504399,0.73788228,0.754862537,0.904098181,0.799116464,0.7563661,0.859895759,0.942224168,0.963050605,0.993756418,0.972437866,1.044267341,1.075927532,1.224503609,1.16145956,1.238287964,1.21779467,1.241973736,1.247531202,1.090926306,1.103032505,1.066272635,1.066939652,1.118047898,1.275833142,1.278641362,1.386872867,1.385839043,0.924428973,1.016292862,1.107756264,1.147153743,1.053247329,1.138591701,1.222326831,1.136353763,0.852554984,0.931725173,0.987835928,0.775019651,1.018487233,1.2003378,1.199870786,1.2537519,1.218416122,1.124957542,0.940500846,1.069479704,1.018110204,0.973596485,1.22679643,0.839407897,3664,5561.944,4.92,188.332,0.037,0.441,0.023,0.589,0.047,0.12,0,2,280.564,1.017,132.556,70.063,3.463,1,5060204,220.604,113.118,0.509,0.013,170.16,0,1,0.284,0.124,0.155,335.007,10161138.6,10.1611386,1282269.227,1.282269227,3.96743555,0.779867425,0.000179793,5640,100,100,100,0,NA,NA,NA,NA,67.62923712,2.774960201
96,96,3519,1,1,3583.413,1,1,1,0,NA,190.741,10.67936961,7.367909789,7.419197065,10.70429998,0.047958698,1.5708172,1.239317981,12.60790707,10.82229468,9.767814687,18.5185789,0.638543577,8.569866178,4.044290469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3519,539,571508.5625,602183.375,30675,586804.8552,5328.522542,316287816.9,0.06779661,24.37853107,30.60640301,15.94915254,0.16007533,5.983050847,0.779691668,0.922733703,1.018911357,1.168244127,1.067601722,1.069131679,1.020808923,0.830320913,0.934507553,1.033464811,1.120275768,1.021619405,1.018353738,0.884832155,0.843698189,0.869420043,0.993104758,1.068116038,0.840450645,0.944889184,1.036248573,1.037705778,1.007549022,1.170941853,1.170941853,1.090446425,1.179554045,1.224688164,1.229821896,1.248141358,1.248315425,1.220165222,1.229767637,1.104035377,1.200168698,1.190702769,1.19084195,1.176278814,1.276584974,1.287385145,1.368863666,0.854237145,1.043210915,1.149559468,1.133740291,1.291376498,1.109922695,1.198125693,1.294473351,1.147023578,1.01956757,1.080326173,1.190497776,1.190497776,1.105186647,1.332261961,1.237362275,1.338166506,1.212806248,0.978541888,1.154388179,1.213599721,1.191194086,1.185307674,1.333925284,0.98270842,3667,4129.102,3.929,95.519,0.002,0.356,0.014,0.462,0.041,0.131,0,1,224.455,1.083,164.764,54.549,6.27,1,5060802,366.112,118.327,0.102,0.002,5.525,1,1,0.128,0.071,0.169,184.523,2911809.057,2.911809057,1471497.555,1.471497555,1.145009416,0.67957979,0.000242183,2435,100,100,100,0,NA,NA,NA,NA,75.98512329,2.243041784
97,97,3538,1,1,49745.874,1,1,1,0,NA,132.256,3.136082474,10.04920962,2.629003436,3.884536082,0.134570447,1.62419244,2.634914089,6.920412371,9.909553265,10.43120275,14.844811,5.997800687,8.210584192,4.024742268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3538,1116,382356.75,693028.875,310672,572614.8863,28828.17699,639038213.1,2.37283737,5.702422145,24.79844291,14.12629758,5.827854671,7.403979239,0.645149808,0.693452238,0.844278521,1.048104903,0.887325536,0.752045075,0.768078839,0.723834322,0.715754123,0.836552953,1.003856787,0.845419722,0.762261477,0.704015686,0.704015686,0.705123651,0.693560524,0.854659056,0.687959214,0.71057986,0.820069009,0.965871734,0.995734855,1.081432481,1.08143199,1.090058371,1.200987168,1.279597379,1.2796005,1.196609817,1.347381878,1.337323546,1.182697803,0.820853977,0.982974731,0.941966786,0.947247781,0.97652107,1.13683335,1.272859041,1.359650334,1.360085742,0.95591183,1.063274246,1.064852742,1.201049822,0.963924874,1.056296592,1.302286889,0.986180022,0.783977648,0.863113773,0.975754976,0.975754976,0.789539166,1.048316552,0.99553892,1.119273347,0.895092064,0.730770899,0.875300342,0.968381034,0.946285193,0.991420762,1.093115719,0.83867972,3688,3151.934,1881.723,96.006,0.001,0.447,13.704,14.283,0.289,0.021,0,5,224.735,1.204,61.069,126.361,1.5,1,5090902,4.276,8.846,0.488,2.013,25.33,1,1,0.205,0.128,0.877,130.863,3232100.674,3.232100674,728392.9609,0.728392961,4.844290657,1.372885316,0.000317266,68295,100,100,100,0,NA,NA,NA,NA,55.69965636,2.30955259
98,98,3545,1,1,2087.419,1,1,1,0,NA,279.045,6.376672241,15.60702341,2.839882943,6.075668896,0.119147157,0.908862876,1.735785953,7.341555184,8.845735786,12.09866221,25.09740803,1.526755853,9.512541806,1.304347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3545,369,532362.0625,599737.8125,67376,586830.9531,11321.26636,216540621.7,2.795755968,10.35013263,22.6259947,28.83023873,6.724137931,3.782493369,0.662432389,0.765437474,0.877694061,1.073497645,0.956932047,0.900580349,0.895917994,0.839065459,0.758710344,0.885753741,0.926720143,0.943491326,0.920777952,0.75123916,0.747160552,0.741745737,0.750174737,0.937056065,0.695126487,0.773563084,0.919187358,0.966308213,0.94699939,1.036235148,1.036235148,1.052698688,1.153115069,1.243474043,1.243474043,1.213877183,1.239137927,1.20914585,1.185374709,1.140544171,1.083055299,1.094100936,1.094180685,1.048515899,1.215568277,1.22409946,1.332722744,0.830050778,0.974742048,1.036132199,1.030234442,1.196098766,0.971786472,1.064020782,1.262500341,1.048355124,0.924457721,0.917839717,0.994071441,0.994071441,0.907740928,1.204806057,1.084036421,1.215409959,1.096172626,1.087624562,0.984586668,1.062639055,1.042335374,1.126680256,1.215161326,0.860971725,3695,1178.112,80.844,107.412,0.01,0.505,0.567,2.927,0.117,0.131,0,4,245.585,1.011,330.532,179.919,6.27,1,5060801,112.882,61.437,0.723,0.248,153.008,1,1,0.323,0.114,0.594,276.63,1604546.431,1.604546431,239758.3281,0.239758328,3.785145889,4.170866588,0.000848816,8706,100,100,100,0,NA,NA,NA,NA,75.6208194,3.671616736
99,99,3577,1,1,7585.819,1,1,1,0,NA,248.195,8.010091743,5.913417431,4.825114679,7.686926606,0.123279817,2.929013761,5.118004587,12.23084862,9.448279817,5.661811927,14.78933486,4.724197248,5.460321101,2.763188073,0.920581006,0,0.051382129,5.581489311,20040717,0.0351,0.0207,0.0045,0,0.0603,192.8387097,223.7419355,3577,1020,387740.625,600514.0625,212773,588549.1917,20022.90354,600320175.5,3.331707317,7.826341463,29.09463415,16.10926829,5.569756098,4.674146341,0.705240678,0.698892075,0.714940455,1.058321368,0.947916884,1.012029656,0.783274239,0.746198953,0.743228751,0.821031413,0.952070235,0.931189862,0.860257331,0.671780461,0.634008387,0.656177978,0.691161345,0.846696854,0.809764712,0.737022598,0.77840256,0.847883201,0.906675962,0.968756411,0.977289912,0.978507871,1.018161921,1.042124426,1.122435914,1.141487401,1.083886441,1.145838109,1.206034832,1.056361439,1.128868209,1.070758305,1.08288654,1.148532523,1.231483651,1.234470516,1.373147931,1.248284239,0.833736182,0.930922858,1.100807871,1.127417039,1.035715923,1.153561845,1.219555406,1.098901195,0.860703598,0.915646642,1.004254187,0.853326399,1.031697061,1.201721128,1.200624614,1.263517166,1.22430488,0.859719248,0.803658903,0.937402382,0.948903005,0.900531779,1.178500863,0.800702171,3731,1989.802,1394.926,168.518,0.002,0.466,10.553,12.542,0.268,0.038,0,6,229.517,1.049,437.472,283.345,2.7,1,5060305,34.881,22.593,0.565,1.898,54.062,1,1,0.286,0.089,0.916,246.296,1096140.608,1.096140608,871282.354,0.871282354,3.404878049,1.147733562,0.000502563,8706,100,100,100,1,0,0.516480103,2.375808474,4.028544804,60.67740826,1.798885962
100,100,3592,4,4,4115.798,4,4,4,0,NA,251.308,8.534402199,3.188914338,6.102519469,10.2209803,0.094090701,1.057627119,2.281264315,13.2650481,4.808520385,2.477782868,20.0828218,1.418048557,3.814017407,1.895281722,1.182589485,0,0.423662799,35.82502027,20040717,0.1071,0.189,0.1368,0,0.4329,301.5965665,361.4206009,3592,1313,551085.25,600818.125,49733,590620.415,5294.290902,775484604.9,1.09118541,12.06990881,23.09194529,23.42629179,3.721884498,3.688449848,0.7263867,0.753913208,0.790995695,1.089652326,0.949285909,1.068264428,0.782153531,0.725327071,0.762650778,0.858852598,0.952940833,0.96495777,0.923493229,0.701753567,0.66188178,0.699256062,0.731347467,0.892010567,0.835558276,0.764378723,0.83412873,0.900803584,0.927992347,0.975360334,0.946887233,0.989377653,1.018441036,1.066627001,1.104845967,1.140749128,1.096429027,1.154719682,1.186438705,1.093271957,1.075511839,1.046412737,1.064492606,1.156384465,1.254017038,1.257801567,1.34195519,1.068746196,0.860667106,0.974395183,1.116518864,1.156847427,1.049794938,1.131948517,1.219754438,1.158189007,0.918360452,0.968349545,1.031847896,0.862858319,1.064217891,1.206097063,1.194153449,1.26426188,1.190333603,0.88482735,0.868557492,0.981314648,0.961089249,0.953174497,1.204788221,0.803429268,3746,1777.02,1380.957,171.021,0.002,0.467,10.456,12.485,0.267,0.038,0,6,226.047,1.043,637.47,644.97,2.7,1,5060305,51.06,51.661,0.576,1.922,61.84,1,1,0.286,0.034,0.919,251.218,1242783.062,1.242783062,1091413.107,1.091413107,4.082826748,3.664973396,0.002250959,3771,100,100,100,1,0,12.53420901,17.3169993,9.812966268,59.7962437,2.308491279
101,101,3595,1,1,537.193,1,1,1,1,34,331.328,5.876447393,9.509294611,2.574200413,4.130500094,0.083682794,3.141077799,8.072729549,8.426675847,5.853351693,8.37316142,17.68917819,8.875508544,7.641609814,3.036677724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3595,714,484842.1563,684345.1875,199503,588984.4411,14900.44752,420534890.9,2.406548431,11.4106412,21.84447476,22.69031378,5.63574352,1.80627558,0.752261781,0.790561556,0.777658704,1.11027361,0.946234805,1.036414255,0.884776147,0.796366969,0.827566082,0.912591589,0.977313001,0.979096518,0.965598867,0.817008799,0.748914825,0.817387495,0.827649759,0.94717927,0.856639809,0.809511155,0.842289032,0.897986517,0.892530001,0.947148902,0.922823911,0.950502462,0.960432944,1.081063612,1.083501918,1.057108381,0.982486481,1.096971736,1.13875079,0.966028468,1.05866487,1.018761188,1.05095665,1.096241435,1.16337942,1.15182588,1.243584974,1.194497569,0.918705378,0.96439388,1.090446949,1.076305148,1.038442696,1.044625907,1.113441326,1.117896884,0.934184489,1.007724062,1.044822924,0.816996073,1.014286795,1.128090442,1.134455856,1.210712119,1.165973716,0.760328582,0.875372979,1.016854123,0.977193573,0.931452823,1.187889243,0.770272803,3749,8115.986,48.365,184.865,0.007,0.479,0.305,2.151,0.099,0.038,0,3,113.935,1.054,186.464,-9999,2.7,1,5060203,86.545,70.282,0.514,0.108,79.671,1,1,0.282,0.146,0.484,303.889,9941807.443,9.941807443,1597736.348,1.597736348,8.61255116,0.625885492,0.000123214,336,100,100,100,0,NA,NA,NA,NA,57.57075796,3.031557909
102,102,3649,3,3,3371.109,3,3,3,0,NA,255.807,8.606055995,2.102251978,4.990566038,8.62507608,0.080645161,0.485696896,1.155051735,14.80219111,3.159007912,1.140444309,22.55462568,0.424984784,2.458612295,1.224893488,0.658724001,0,0.148361193,22.5225143,20040717,0.0405,0.0756,0.045,0,0.1611,322.1420118,368.852071,3649,733,573951.0625,600055.6875,26105,592420.8059,3417.190895,434244450.8,0.305593452,14.61664393,22.93042292,22.98772169,1.553888131,3.836289222,0.771015894,0.78079329,0.800727222,1.120535279,0.98398632,1.104214294,0.798575426,0.753342309,0.789112524,0.86818424,0.974673169,0.975555977,0.933398792,0.712596135,0.665980416,0.697723604,0.743186534,0.887866538,0.846967541,0.794293865,0.834026438,0.88144004,0.924909701,0.982146841,0.963428325,0.967587924,0.997291165,1.015246459,1.079497149,1.117704301,1.083740909,1.117471932,1.171697949,1.058874314,1.087443684,1.048806166,1.064290009,1.169919785,1.232067743,1.233287508,1.326895643,1.118347372,0.837422949,0.939536206,1.114914643,1.148789668,1.061478817,1.152122991,1.208410793,1.123933912,0.957576192,0.989754786,1.071582411,0.896952829,1.103042825,1.2236167,1.20453432,1.270003645,1.243803039,0.750664249,0.830733153,0.957506233,0.95126386,0.915185722,1.188840474,0.794791889,3803,1662.376,1377.249,172.719,0.002,0.467,10.435,12.472,0.267,0.038,0,6,242.241,1.032,574.029,427.992,2.7,1,5060305,46.024,34.316,0.607,2.022,58.759,1,1,0.287,0.029,0.919,254.481,658724.0014,0.658724001,656454.4828,0.656454483,3.128240109,4.570004591,0.001804646,5135,100,100,100,1,0,6.855006886,11.51641157,6.169506198,58.67331102,2.266670055
