,X.1,uRCA,Dams_Per_Basin,Burned_n,Pond_Area_m2_mean,Main_n,Side_n,Off_n,Burned_numerical,Time_Since_Burn_min,Z_mean,alnus_PCT_MEAN,betshr_PCT_MEAN,bettre_PCT_MEAN,dectre_PCT_MEAN,dryas_PCT_MEAN,empnig_PCT_MEAN,erivag_PCT_MEAN,picgla_PCT_MEAN,picmar_PCT_MEAN,rhoshr_PCT_MEAN,salshr_PCT_MEAN,sphagn_PCT_MEAN,vaculi_PCT_MEAN,vacvit_PCT_MEAN,uRCA_Area_km2,Fire_Event_ID,Fire_Event_Area_in_uRCA_km2,Fire_Event_Area_Percent_of_uRCA,Fire_Event_Ignition_Date,BS1_AreaKm2,BS2_AreaKm2,BS3_AreaKm2,BS4_AreaKm2,BS_sum_AreaKm2,DNBR_MEAN,RDNBR_MEAN,uRCA_int,SOLAR_COUNT,SOLAR_MIN,SOLAR_MAX,SOLAR_RANGE,SOLAR_MEAN,SOLAR_STD,SOLAR_SUM,tmLichenLight_2015_MEAN,BroadleafTree_2015_MEAN,ConiferTree_2015_MEAN,DeciduousShrub_2015_MEAN,EvergreenShrub_2015_MEAN,Forb_2015_MEAN,ALD_1950_MEAN,ALD_1951_MEAN,ALD_1952_MEAN,ALD_1953_MEAN,ALD_1954_MEAN,ALD_1955_MEAN,ALD_1956_MEAN,ALD_1957_MEAN,ALD_1958_MEAN,ALD_1959_MEAN,ALD_1960_MEAN,ALD_1961_MEAN,ALD_1962_MEAN,ALD_1963_MEAN,ALD_1964_MEAN,ALD_1965_MEAN,ALD_1966_MEAN,ALD_1967_MEAN,ALD_1968_MEAN,ALD_1969_MEAN,ALD_1970_MEAN,ALD_1971_MEAN,ALD_1972_MEAN,ALD_1973_MEAN,ALD_1974_MEAN,ALD_1975_MEAN,ALD_1976_MEAN,ALD_1977_MEAN,ALD_1978_MEAN,ALD_1979_MEAN,ALD_1980_MEAN,ALD_1981_MEAN,ALD_1982_MEAN,ALD_1983_MEAN,ALD_1984_MEAN,ALD_1985_MEAN,ALD_1986_MEAN,ALD_1987_MEAN,ALD_1988_MEAN,ALD_1989_MEAN,ALD_1990_MEAN,ALD_1991_MEAN,ALD_1992_MEAN,ALD_1993_MEAN,ALD_1994_MEAN,ALD_1995_MEAN,ALD_1996_MEAN,ALD_1997_MEAN,ALD_1998_MEAN,ALD_1999_MEAN,ALD_2000_MEAN,ALD_2001_MEAN,ALD_2002_MEAN,ALD_2003_MEAN,ALD_2004_MEAN,ALD_2005_MEAN,ALD_2006_MEAN,ALD_2007_MEAN,ALD_2008_MEAN,ALD_2009_MEAN,ALD_2010_MEAN,ALD_2011_MEAN,ALD_2012_MEAN,ALD_2013_MEAN,ALD_2014_MEAN,ALD_2015_MEAN,X,LENGTH_M_sum,AREA_SQKM_mean,OUT_DIST_min,GRADIENT_mean,MNANPRC_M_mean,MEANANNCMS_mean,WIDTH_M_mean,DEPTH_M_mean,MAX_GRAD_D_max,LAKE_max,STRM_ORDER_max,AZIMTH_DEG_mean,SINUOSITY_mean,VAL_WIDTH_mean,FP_WIDTH_mean,DROPMAX_max,Fish_min,Basin_ID_min,VWI_Floor_mean,ValCnstrnt_mean,FlowVel_mean,BFQ_mean,StrmPow_mean,BeavHab_min,FISH_RESID_min,GEP_Cum_mean,GEP_mean,IP_CHIN2_mean,ELEV_M_mean,Shape_Area.x,Area_km2_RCA,Shape_Area.y,Area_km2_VB,Graminoid_2015_MEAN,dams_per_km2,dams_per_km_linear,mean_pond_area_m2perkm2,percent_main_ponds,percent_side_ponds,percent_off_ponds,Burned_basin,percent_severe_burn,percent_moderate_burn,percent_mild_burn,percent_no_burn,percent_woody_cover,decidous_conifer_ratio
32,32,2103,1,1,88.739,1,1,1,1,51,136.307,2.043260474,13.28586066,1.474726776,4.769239526,0.441484517,2.704234973,7.693533698,6.017418033,20.32217668,14.03734062,16.59642532,1.408925319,11.64492259,6.393784153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2103,800,553212.1875,612972.9375,59761,583916.027,9146.427378,467132821.6,1.955334988,3.315136476,26.6662531,9.460297767,8.862282878,2.879652605,0.985319526,1.04056477,1.079844554,1.273228124,1.203016243,1.170618976,1.163665433,1.070192927,1.047238063,1.124217802,1.212602674,1.156724905,1.157134662,0.998175761,0.8474749,0.911211154,1.030246806,1.12610285,0.862912884,0.998253905,1.00556032,1.048585426,1.095693047,1.15798924,1.099409619,1.087899404,1.10891464,1.138112035,1.167859404,1.125761171,1.125761171,1.1881464,1.231118053,1.162397807,1.190279816,1.11387297,1.276849046,1.276849046,1.153175844,1.186634694,1.27384351,1.059135675,1.091782574,1.145174523,1.26234178,1.32578133,1.143538099,1.155826791,1.248150769,1.224633287,1.143909851,1.24235902,1.220173422,1.220173422,1.208940908,1.328641608,1.245907703,1.349368078,1.291862051,1.132111836,1.209866396,1.234567983,1.154832894,1.16772744,1.368291008,0.975327805,2180,3737.741,34.873,144.996,0.004,0.375,0.155,1.534,0.081,0.02,1,3,224.047,1.079,87.204,73.142,0,1,5090706,56.883,48.008,0.362,0.045,2.796,1,1,0.17,0.061,0.368,140.012,4661719.123,4.661719123,877156.7328,0.877156733,7.52853598,1.140047112,0.000267541,101,100,100,100,0,NA,NA,NA,NA,71.38479053,1.710170422
33,33,2202,2,2,17234.671,2,2,2,0,NA,395.897,8.468336484,10.72637051,3.665997164,6.00555293,2.006616257,4.877362949,6.285089792,7.084948015,10.41729679,9.597117202,15.68383743,5.456758034,9.744328922,4.083175803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2202,1066,405001.8438,646540.25,241538,574966.4408,36095.51583,612914225.9,4.334256694,2.657433056,19.19113573,16.6278855,8.096029548,1.153277932,0.584260825,0.584078621,0.716770382,0.874926982,0.82627692,0.795109786,0.745650974,0.56826304,0.601066125,0.77072887,0.773919356,0.765055111,0.738912638,0.674059361,0.585036797,0.640461635,0.640884213,0.75191412,0.680832553,0.648692432,0.774126251,0.829989311,0.83157131,0.870804436,0.801163547,0.910044702,0.904201226,1.003271216,0.926839594,1.033338583,1.029744991,0.98152367,0.98177891,0.955125843,0.92101403,0.819072122,0.819431322,0.781210189,1.016987507,1.022675108,1.10783086,1.108206924,0.791953332,0.888988593,0.899921491,0.926622371,0.878399545,0.968545826,0.991669044,0.899287199,0.722893061,0.742079216,0.706224336,0.647659415,0.761234248,0.979991701,0.942198417,0.99036804,0.901485237,0.739317492,0.811559708,0.847859591,0.815976067,0.759089609,1.034540745,1.034540745,2281,4791.503,7.436,142.619,0.042,0.436,0.036,0.735,0.053,0.108,0,2,305,1.02,12.981,33.234,0,1,5050407,17.247,42.997,0.802,0.03,13.682,0,1,0.337,0.277,0.118,462.44,9250336.937,9.250336937,846521.5965,0.846521597,9.576177285,2.36260954,0.000417406,20359,100,100,100,0,NA,NA,NA,NA,65.79111531,2.759010119
34,34,2204,2,2,15964.805,2,2,2,0,NA,334.185,8.277391935,6.956566808,7.926712968,10.62910749,1.165958329,4.890846895,1.085829792,12.52648492,11.8908469,7.581735254,16.14108013,1.829377008,7.180988908,4.115165336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2204,1301,454085.5938,614336.3125,160251,580299.0224,26325.88501,754969028.2,2.765243902,8.112042683,29.46722561,19.77743902,6.011432927,1.97027439,0.542723892,0.530990398,0.57646988,0.802609944,0.650216278,0.694138187,0.607567299,0.51219042,0.513371015,0.618421682,0.680037647,0.670898453,0.65970119,0.544624374,0.517448207,0.552625636,0.567151126,0.66057968,0.569881146,0.533595959,0.621739309,0.679567769,0.699215153,0.782066693,0.758049548,0.826655453,0.827610893,0.942747853,0.92426217,0.942569246,0.942592242,0.971130157,0.971136392,0.789653863,0.809730168,0.724189457,0.724818441,0.722411694,0.900397836,0.905040971,1.005745076,1.005815725,0.673643247,0.754406057,0.788684775,0.827269495,0.795771983,0.879565594,0.932710016,0.827829091,0.650443529,0.651809123,0.642447512,0.607803328,0.640178524,0.808591126,0.812931507,0.88332087,0.711421395,0.56177606,0.693002039,0.718014638,0.694540564,0.636312564,0.911471512,0.911473114,2283,3678.269,4.966,114.814,0.061,0.453,0.025,0.607,0.048,0.116,1,2,128.647,1.032,30.247,47.552,8.354,1,5050601,44.338,72.485,0.662,0.018,12.179,0,1,0.297,0.21,0.097,400.533,8163468.809,8.163468809,965859.8926,0.965859893,1.75304878,2.070693705,0.000543734,16529,100,100,100,0,NA,NA,NA,NA,70.90007256,1.903678137
35,35,2206,7,7,1088.232,7,7,7,0,NA,349.456,12.62562919,3.53125,11.88653523,17.24098154,0.120595638,0.624161074,0.238674497,14.61031879,6.430788591,6.311031879,19.63150168,0.250838926,4.597944631,2.778733221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2206,674,515299.3438,689979.75,174680,599485.9512,19881.51234,404053531.1,0.456035768,18.99552906,26.02086438,21.33084948,1.496274218,2.372578241,0.54948953,0.57675184,0.644060727,0.886316869,0.761758123,0.722232369,0.642592759,0.554468662,0.589129521,0.701149961,0.745869687,0.745561034,0.73537852,0.59689181,0.551190262,0.57992772,0.605518409,0.745535093,0.633566293,0.607639342,0.677956668,0.735826263,0.752797497,0.840400792,0.778296244,0.896650761,0.858648426,1.000147781,0.942976156,0.995984568,0.995984568,0.973330872,0.973330936,0.782037375,0.90450267,0.820651965,0.820768624,0.818029938,0.985571289,0.990356982,1.097294617,0.921013953,0.742577368,0.784131687,0.803186943,0.862619779,0.825637694,0.883200422,0.9766482,0.883070694,0.668435815,0.720356858,0.722337796,0.599446084,0.688843613,0.864322373,0.89008032,0.971964123,0.846559913,0.694671161,0.744876563,0.798959682,0.788186303,0.742109076,0.995633367,0.657023058,2285,2499.005,30.785,106.748,0.017,0.482,0.19,1.7,0.086,0.046,0,3,156.989,1.036,94.901,64.835,0,1,5050601,55.233,38.076,0.718,0.105,24.399,0,1,0.346,0.179,0.343,332.722,3960231.878,3.960231878,476959.5354,0.476959535,1.549925484,14.67629742,0.002801115,2282,100,100,100,0,NA,NA,NA,NA,73.31396812,2.484320801
36,36,2215,1,1,1041.959,1,1,1,1,0,288.01,9.222083333,9.005416667,9.58625,11.4925,0.2,1.482083333,1.082083333,15.99666667,12.75708333,7.415833333,17.2,1.005,6.364583333,4.580833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215,277,548968.4375,659583,110615,590736.2933,16613.12114,163633953.3,0.52014652,12.26373626,33.003663,18.3040293,2.267399267,3.608058608,0.598467267,0.699581985,0.849480694,1.031614497,0.909367138,0.851353194,0.768078567,0.630470785,0.685865003,0.845426401,0.857483826,0.844813991,0.851230043,0.727205512,0.719075137,0.741078749,0.744273517,0.90323324,0.709474324,0.701776858,0.904037512,0.962861198,0.937885215,0.973682374,0.982265365,1.118109965,1.125019078,1.230998248,1.230998248,1.218404031,1.246109276,1.206460509,1.17572061,1.093948601,0.992696842,0.967532333,0.967532333,0.926665208,1.170860007,1.173649085,1.291752842,1.084176874,0.92354817,0.942819367,0.967481976,1.03012247,0.997004283,1.058355677,1.169846049,1.023139651,0.818435875,0.878991533,0.906655645,0.906655645,0.853656374,1.142823144,1.062525352,1.171162531,1.024418707,1.001337885,0.956402178,0.976971102,0.96778091,0.938617054,1.178696274,0.903071821,2295,1428.173,175.879,186.768,0.005,0.48,1.211,4.271,0.145,0.038,0,5,258.225,1.106,155.557,57.221,2.7,1,5060501,36.43,13.401,0.454,0.282,117.343,1,1,0.262,0.195,0.753,287.616,759270.2925,0.759270292,239977.4891,0.239977489,1.52014652,4.167057518,0.000700195,4342,100,100,100,0,NA,NA,NA,NA,80.13208333,1.786839398
37,37,2218,1,1,11699.693,1,1,1,0,NA,360.585,8.682235685,6.81317178,5.302911862,5.460426031,0.688880203,4.7178034,3.214383428,10.50771937,9.786984561,8.798123901,15.81571233,4.221223373,7.582372484,3.37619699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2218,759,404793.75,614354.875,209561,575191.299,35722.16347,436570195.9,4.4332893,4.639365918,20.95904888,16.77146631,6.424042272,2.039630119,0.539119447,0.521590311,0.595110148,0.763801362,0.640055054,0.675988757,0.575045182,0.500253604,0.504286492,0.617260172,0.64071362,0.636165221,0.614160547,0.541007314,0.511613096,0.545735202,0.552845368,0.645087088,0.602055893,0.522519042,0.622938997,0.670598003,0.670601292,0.74606816,0.719922058,0.773555356,0.797469438,0.8690606,0.805639093,0.867371872,0.867371872,0.848908819,0.848964431,0.792454161,0.769527868,0.66334435,0.664000438,0.641036723,0.825867967,0.827675255,0.944293865,0.944503163,0.651629053,0.717811619,0.745545256,0.76960379,0.73889384,0.826158033,0.862114672,0.743898469,0.593475866,0.619257554,0.611574202,0.504995084,0.611239033,0.777842181,0.765243197,0.823802989,0.762256144,0.570916834,0.689271333,0.670259678,0.669513868,0.623144857,0.873144231,0.873144231,2298,2549.447,4.253,128.734,0.048,0.425,0.019,0.543,0.045,0.114,0,2,100.845,1.027,12.535,31.701,14.647,1,5050407,22.63,56.56,0.615,0.014,8.71,0,1,0.402,0.263,0.114,393.674,5682756.33,5.68275633,511582.0633,0.511582063,6.735799207,1.954720605,0.000392242,22870,100,100,100,0,NA,NA,NA,NA,64.49110807,2.177730914
38,38,2231,3,3,473.523,3,3,3,1,-1,279.293,3.224340771,16.60507099,1.781744422,2.503245436,0.034482759,4.146044625,15.37809331,0.367342799,4.532657201,15.16186613,16.62048682,15.24381339,11.49269777,7.559432049,0.509175246,0,0.500106153,98.2188711,20150507,0.1503,0.3285,0.0279,0,0.5067,125.7898551,298.7228261,2231,561,525441.6875,656617.75,131176,592611.7939,11835.34614,332455216.4,0.281639929,7.582887701,6.841354724,37.01782531,7.821746881,0.875222816,0.632495409,0.753341829,0.935160517,1.067591797,0.936181132,0.906679669,0.873804066,0.871825935,0.699984815,0.861369628,0.893372722,0.996928912,0.99700276,0.76558388,0.759768127,0.77624972,0.744341236,0.947308995,0.724269361,0.7448695,0.95812461,0.998107629,0.960742711,1.050510047,1.050510047,1.148079901,1.146810694,1.268491876,1.268491876,1.264472957,1.284204161,1.238274808,1.213851913,1.166018601,1.044916095,1.045502583,1.045742565,1.02721256,1.223999042,1.223999042,1.35906966,0.813948217,0.998352922,1.015910217,1.029709029,1.110686177,1.043314527,1.096394575,1.308583718,1.053734648,0.960493325,0.960663094,0.946354557,0.946354557,0.874736919,1.221122301,1.085372712,1.22064785,1.112112145,1.112112145,0.979059882,1.03128957,1.02982271,1.129809528,1.220801721,0.901969411,2311,2227.437,55.14,185.668,0.004,0.465,0.337,2.26,0.101,0.038,0,4,90.623,1.051,293.261,149.568,2.7,1,5060504,129.76,66.157,0.398,0.091,33.351,1,1,0.251,0.131,0.513,278.685,2029963.994,2.029963994,493107.4172,0.493107417,16.38680927,6.083867116,0.001346839,960,100,100,100,1,0,5.657996418,66.61834492,30.48017425,54.62434077,10.14782465
39,39,2262,2,2,3213.707,2,2,2,1,31,369.233,6.198277142,9.700282192,2.778107827,3.650081687,0.191445121,2.50943116,5.016040398,9.039209862,9.797415714,9.959156394,20.45314124,4.712163969,7.88949948,3.285756721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2262,742,497923.25,650514.1875,152591,602535.1929,8950.312966,447081113.1,2.544354839,3.600806452,25.34677419,22.11827957,7.139784946,2.481182796,0.604363747,0.641375651,0.746290599,0.91226655,0.773395105,0.717892535,0.669420651,0.561935171,0.621665357,0.787382594,0.776899328,0.772440745,0.748098315,0.619010031,0.593537573,0.634717391,0.640136939,0.825565042,0.686317221,0.675211051,0.795263643,0.861731127,0.832539649,0.889836665,0.857250431,0.996255571,0.954130286,1.11486078,1.099321547,1.053429248,1.053429248,1.036039177,1.036039177,0.994749309,0.910683872,0.844141357,0.844397038,0.84581307,0.977011552,1.00570624,1.147821983,1.012582264,0.811057502,0.843627812,0.866380414,0.908137006,0.872595483,0.958662458,1.047044137,0.910757412,0.691151948,0.746680722,0.753625892,0.635247245,0.748213477,0.972233013,0.918411236,1.009184763,0.888958552,0.863477565,0.818617568,0.857688561,0.828645054,0.79875108,1.041964428,0.725343896,2342,3537.914,36.453,99.118,0.012,0.489,0.232,1.876,0.091,0.029,0,4,175.376,1.037,81.285,68.345,0,1,5050602,43.485,36.459,0.659,0.112,14.775,1,1,0.305,0.101,0.432,359.478,3081077.312,3.081077312,671086.3353,0.671086335,7.150537634,2.980242474,0.000565305,4789,100,100,100,0,NA,NA,NA,NA,65.85593346,2.496164066
40,40,2282,1,1,885.255,1,1,1,0,NA,430.732,11.79175824,13.70714286,5.859340659,7.792857143,0.706043956,7.314285714,1.828571429,5.873076923,9.46978022,10.47637363,20.2456044,2.887362637,11.85274725,3.859340659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2282,179,495381.0313,654280.875,158900,571520.0754,25015.07998,102302093.5,1.706214689,2.435028249,20.40677966,36.01694915,4.745762712,0.853107345,0.554678845,0.612338649,0.707540675,0.882869393,0.765417731,0.745937395,0.737268491,0.628884118,0.591559197,0.762678792,0.764414848,0.717932346,0.707775724,0.623331395,0.601478993,0.628129523,0.628218689,0.786385778,0.643014366,0.623975256,0.756244529,0.824400233,0.824470622,0.845333128,0.826262327,0.897450284,0.893457384,1.068018193,1.068018193,1.020165292,1.047559549,1.044366679,0.998957292,0.943756693,0.821262194,0.777018302,0.777443396,0.754503012,0.963049395,0.97281864,1.060872895,0.841627538,0.761668223,0.787443329,0.808390872,0.845757507,0.822544811,0.880574122,0.9804735,0.869959982,0.657101611,0.714392515,0.733513236,0.733513236,0.685748803,0.890852648,0.886413522,0.97572786,0.837735379,0.829385023,0.818749307,0.796891822,0.793429713,0.78039074,0.989798286,0.787558688,2363,1628.822,4.34,208.104,0.044,0.475,0.023,0.592,0.047,0.065,0,3,317.943,1.007,49.302,26.759,2.7,1,5060502,82.883,44.401,0.844,0.024,263.159,0,1,0.256,0.282,0.075,459.227,4849183.314,4.849183314,181627.2666,0.181627267,1.050847458,5.505781257,0.000613941,4874,100,100,100,0,NA,NA,NA,NA,78.79945055,4.135904598
41,41,2292,7,7,732.58,7,7,7,0,NA,450.834,9.105166052,7.803690037,3.867527675,5.619557196,1.143173432,1.893357934,0.091881919,14.78597786,8.908118081,6.038376384,21.37453875,0.871217712,6.054243542,2.392250923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2292,565,482920.4688,656779.625,173859,598245.6065,26282.77649,338008767.7,1.108108108,3.798198198,25.56036036,21.17477477,2.495495496,2.801801802,0.545874196,0.595257443,0.683881359,0.854795377,0.742869058,0.724086376,0.700947616,0.631082986,0.583872822,0.746992841,0.746992841,0.699695612,0.688422258,0.604203809,0.582692609,0.613407688,0.613419265,0.771303718,0.628807569,0.620159827,0.738198072,0.791940274,0.791950726,0.816359648,0.81260947,0.87619902,0.872953237,1.044163013,1.044163013,0.980081901,1.017459331,0.993855998,0.957869367,0.883080166,0.798244135,0.760614069,0.761134356,0.731056166,0.937683839,0.940240383,1.025965931,0.592733425,0.734589872,0.765557858,0.781663729,0.821945036,0.795730869,0.851970632,0.958892189,0.83180172,0.63801694,0.694385153,0.709582847,0.709582847,0.658979886,0.85510752,0.848967064,0.943832796,0.802069672,0.802069672,0.792389742,0.771437808,0.765373062,0.74821508,0.961572184,0.721403536,2376,2621.137,43.775,209.288,0.013,0.509,0.298,2.124,0.098,0.045,0,4,257.637,1.052,210.577,127.537,2.7,1,5060502,99.255,59.949,0.74,0.154,158.206,1,1,0.255,0.157,0.467,457.408,2975636.759,2.975636759,271028.9162,0.271028916,5.326126126,25.82750246,0.002670597,2703,100,100,100,0,NA,NA,NA,NA,71.89926199,2.034480074
42,42,2302,1,1,281.025,1,1,1,0,NA,418.458,16.92837746,10.41717583,17.63374067,16.86897488,2.634419552,7.147657841,1.189748812,7.303462322,6.94568907,7.804480652,23.9239647,1.26951799,10.69450102,3.364901561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2302,212,484242.2188,611017.0625,126775,541392.5688,23106.31821,114775224.6,0.625550661,9.074889868,18.50220264,38.34801762,3.775330396,0.480176211,0.56445573,0.590476445,0.676919689,0.860115285,0.730888935,0.727071214,0.721265571,0.619298057,0.559019425,0.714619335,0.741045117,0.688239924,0.68791135,0.611960536,0.593681992,0.616761759,0.618480215,0.754839001,0.617096453,0.585979153,0.705939727,0.774625861,0.77078941,0.816421099,0.778126346,0.861144331,0.870552692,1.025786183,1.025786183,0.998616632,1.036181992,1.014271794,0.959405198,0.917413684,0.787179149,0.737964043,0.738767377,0.729495414,0.902501629,0.916562317,1.076541522,0.795775241,0.736460275,0.761792914,0.784328588,0.815761302,0.81323989,0.873404752,0.945404288,0.844951546,0.63384902,0.680100243,0.709554978,0.709554978,0.671891148,0.862160653,0.852827018,0.935757719,0.798198348,0.75077625,0.78129627,0.770278905,0.755555804,0.748023397,0.962193627,0.802865251,2387,3137.401,4.603,206.622,0.051,0.494,0.026,0.622,0.049,0.096,0,2,204.341,1.004,34.57,24.077,2.7,1,5060502,54.783,38.597,0.876,0.027,314.295,0,1,0.333,0.342,0.081,476.918,17.10624936,1.71E-05,293396.1484,0.293396148,2.04845815,3.408361035,0.000318735,958,100,100,100,0,NA,NA,NA,NA,93.84691107,5.586140359
43,43,2302,1,1,281.025,1,1,1,0,NA,418.458,16.92837746,10.41717583,17.63374067,16.86897488,2.634419552,7.147657841,1.189748812,7.303462322,6.94568907,7.804480652,23.9239647,1.26951799,10.69450102,3.364901561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2302,212,484242.2188,611017.0625,126775,541392.5688,23106.31821,114775224.6,0.625550661,9.074889868,18.50220264,38.34801762,3.775330396,0.480176211,0.56445573,0.590476445,0.676919689,0.860115285,0.730888935,0.727071214,0.721265571,0.619298057,0.559019425,0.714619335,0.741045117,0.688239924,0.68791135,0.611960536,0.593681992,0.616761759,0.618480215,0.754839001,0.617096453,0.585979153,0.705939727,0.774625861,0.77078941,0.816421099,0.778126346,0.861144331,0.870552692,1.025786183,1.025786183,0.998616632,1.036181992,1.014271794,0.959405198,0.917413684,0.787179149,0.737964043,0.738767377,0.729495414,0.902501629,0.916562317,1.076541522,0.795775241,0.736460275,0.761792914,0.784328588,0.815761302,0.81323989,0.873404752,0.945404288,0.844951546,0.63384902,0.680100243,0.709554978,0.709554978,0.671891148,0.862160653,0.852827018,0.935757719,0.798198348,0.75077625,0.78129627,0.770278905,0.755555804,0.748023397,0.962193627,0.802865251,2386,3137.401,4.603,206.622,0.051,0.494,0.026,0.622,0.049,0.096,0,2,204.341,1.004,34.57,24.077,2.7,1,5060502,54.783,38.597,0.876,0.027,314.295,0,1,0.333,0.342,0.081,476.918,7604848.795,7.604848795,293396.1484,0.293396148,2.04845815,3.408361035,0.000318735,958,100,100,100,0,NA,NA,NA,NA,93.84691107,5.586140359
44,44,2304,1,1,1279.293,1,1,1,0,NA,412.56,17.24330275,4.309724771,12.76697248,16.26458716,1.181651376,1.290275229,0.223119266,15.48477064,6.747155963,3.531376147,23.96954128,0.454678899,4.882568807,1.761834862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304,406,440758.8438,703340.25,262581,593437.7879,36675.83518,240935741.9,0.810945274,17.15422886,28.11691542,24.15671642,2.731343284,2.208955224,0.574356491,0.631337156,0.754216101,0.955346727,0.826831024,0.806053658,0.73407923,0.600976739,0.610602868,0.794999594,0.815198735,0.758553254,0.763950754,0.676302997,0.669816448,0.686296308,0.689793244,0.824875106,0.67285556,0.642302039,0.796807054,0.87442777,0.863766933,0.90776046,0.883302005,0.970842687,0.974970073,1.152692863,1.143508092,1.128996744,1.144062612,1.09834463,1.083502394,1.00991614,0.897819159,0.853528459,0.853773969,0.843621306,1.059915726,1.07019413,1.180599228,0.746981712,0.834443148,0.852709076,0.89240897,0.926931557,0.928773539,0.989017352,1.070431332,0.960435784,0.717081732,0.797279273,0.819460786,0.819460786,0.778027042,1.013397,0.986978853,1.084060111,0.936002095,0.917532988,0.875111886,0.897188874,0.881431106,0.823685285,1.098508886,0.895425693,2389,2052.376,65.037,204.692,0.01,0.501,0.445,2.595,0.11,0.045,0,4,273.074,1.041,202.746,135.794,2.7,1,5060502,78.082,52.319,0.664,0.189,166.87,1,1,0.267,0.23,0.523,402.88,1768292.04,1.76829204,272885.7106,0.272885711,2.067164179,3.664537794,0.00048724,4688,100,100,100,0,NA,NA,NA,NA,85.4040367,2.841504077
45,45,2312,1,1,372.628,1,1,1,0,NA,485.339,9.534837425,13.19508958,3.448573324,7.583609821,1.321831453,3.089581951,0.900132714,11.08294625,7.681486397,8.028201725,24.15627074,4.029528865,9.401128069,2.359323159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2312,559,508080.2813,665428.3125,157348,610442.9549,20583.5979,341237611.8,1.937172775,3.003490401,25.37521815,25.82198953,3.164048866,2.165794066,0.555656812,0.592201199,0.683448284,0.841667709,0.724928683,0.709829133,0.635018015,0.624173783,0.574928878,0.755059083,0.755059083,0.67308161,0.674196186,0.605857407,0.605624879,0.61373693,0.613749276,0.758582381,0.630811175,0.616060645,0.724080026,0.777574611,0.77757885,0.804202554,0.804202554,0.855567384,0.84663287,1.019160516,1.019160516,0.953264111,1.035245339,1.034429296,0.892880421,0.789705466,0.781074767,0.728026097,0.731453975,0.715342347,0.889980645,0.894056461,1.050095364,0.587963506,0.723589745,0.753682888,0.746396695,0.798906785,0.777217151,0.826604753,0.928012618,0.796593043,0.620572653,0.665676002,0.684764273,0.684764273,0.642883252,0.842316309,0.816603872,0.90797052,0.752230988,0.752230988,0.769981305,0.769700575,0.74354313,0.739879873,0.94587018,0.785294937,2397,2214.447,31.754,211.986,0.015,0.512,0.213,1.799,0.089,0.045,0,3,222.035,1.032,212.057,128.644,2.7,1,5060502,117.928,71.49,0.758,0.121,163.313,1,1,0.248,0.167,0.408,490.622,2414494.037,2.414494037,300495.8325,0.300495833,5.104712042,3.327833174,0.00045158,1240,100,100,100,0,NA,NA,NA,NA,78.50033179,3.183464177
46,46,2337,3,3,2871.245,3,3,3,0,NA,400.21,8.394770408,9.541028912,3.571215986,4.614902211,0.765306122,4.048681973,2.623830782,13.59460034,11.10065901,8.109268707,18.15412415,2.128295068,8.555909864,2.784438776,1.349415015,0,0.116632203,8.643167725,20130811,0.0468,0.0351,0.0315,0.0045,0.1179,114.853211,255.2018349,2337,1495,520705.4063,665961.125,145256,600819.3619,13162.47048,898224946,3.384203481,2.474564926,29.97456493,21.25167336,6.280455154,2.230254351,0.582334452,0.610448634,0.696677186,0.842079103,0.73530327,0.730253445,0.715204451,0.537418123,0.582983928,0.746605956,0.745511627,0.707021904,0.69248361,0.603128694,0.572055668,0.610145737,0.611998158,0.759304357,0.638811222,0.614972573,0.723841994,0.78919855,0.78919855,0.821910717,0.799909075,0.903211451,0.86095369,0.990127692,0.914843134,0.994322207,0.994322207,0.976464373,0.976468168,0.881582385,0.801596846,0.760059872,0.760780248,0.743880788,0.920496559,0.928319144,1.008632144,0.948547438,0.741150481,0.748890063,0.798954463,0.826915694,0.802320808,0.870485069,0.948302983,0.834186638,0.636570033,0.687267779,0.684925861,0.571444886,0.681147823,0.906166478,0.842492647,0.927516992,0.77623628,0.673340955,0.784084718,0.776966995,0.763419314,0.753384967,0.961591216,0.703117659,2423,5253.574,57.501,102.492,0.01,0.498,0.387,2.421,0.105,0.059,0,4,220.417,1.081,110.753,140.529,0,1,5050602,45.959,57.999,0.636,0.163,24.519,0,1,0.334,0.141,0.501,394.128,8112973.559,8.112973559,941357.149,0.941357149,2.320615797,3.18688821,0.00057104,3050,100,100,100,1,0.478033232,3.346232621,3.728659206,4.971545608,72.91230867,1.952481998
