"","X.1","uRCA","Dams_Per_Basin","Burned_n","Pond_Area_m2_mean","Main_n","Side_n","Off_n","Burned_numerical","Time_Since_Burn_min","Z_mean","alnus_PCT_MEAN","betshr_PCT_MEAN","bettre_PCT_MEAN","dectre_PCT_MEAN","dryas_PCT_MEAN","empnig_PCT_MEAN","erivag_PCT_MEAN","picgla_PCT_MEAN","picmar_PCT_MEAN","rhoshr_PCT_MEAN","salshr_PCT_MEAN","sphagn_PCT_MEAN","vaculi_PCT_MEAN","vacvit_PCT_MEAN","uRCA_Area_km2","Fire_Event_ID","Fire_Event_Area_in_uRCA_km2","Fire_Event_Area_Percent_of_uRCA","Fire_Event_Ignition_Date","BS1_AreaKm2","BS2_AreaKm2","BS3_AreaKm2","BS4_AreaKm2","BS_sum_AreaKm2","DNBR_MEAN","RDNBR_MEAN","uRCA_int","SOLAR_COUNT","SOLAR_MIN","SOLAR_MAX","SOLAR_RANGE","SOLAR_MEAN","SOLAR_STD","SOLAR_SUM","tmLichenLight_2015_MEAN","BroadleafTree_2015_MEAN","ConiferTree_2015_MEAN","DeciduousShrub_2015_MEAN","EvergreenShrub_2015_MEAN","Forb_2015_MEAN","ALD_1950_MEAN","ALD_1951_MEAN","ALD_1952_MEAN","ALD_1953_MEAN","ALD_1954_MEAN","ALD_1955_MEAN","ALD_1956_MEAN","ALD_1957_MEAN","ALD_1958_MEAN","ALD_1959_MEAN","ALD_1960_MEAN","ALD_1961_MEAN","ALD_1962_MEAN","ALD_1963_MEAN","ALD_1964_MEAN","ALD_1965_MEAN","ALD_1966_MEAN","ALD_1967_MEAN","ALD_1968_MEAN","ALD_1969_MEAN","ALD_1970_MEAN","ALD_1971_MEAN","ALD_1972_MEAN","ALD_1973_MEAN","ALD_1974_MEAN","ALD_1975_MEAN","ALD_1976_MEAN","ALD_1977_MEAN","ALD_1978_MEAN","ALD_1979_MEAN","ALD_1980_MEAN","ALD_1981_MEAN","ALD_1982_MEAN","ALD_1983_MEAN","ALD_1984_MEAN","ALD_1985_MEAN","ALD_1986_MEAN","ALD_1987_MEAN","ALD_1988_MEAN","ALD_1989_MEAN","ALD_1990_MEAN","ALD_1991_MEAN","ALD_1992_MEAN","ALD_1993_MEAN","ALD_1994_MEAN","ALD_1995_MEAN","ALD_1996_MEAN","ALD_1997_MEAN","ALD_1998_MEAN","ALD_1999_MEAN","ALD_2000_MEAN","ALD_2001_MEAN","ALD_2002_MEAN","ALD_2003_MEAN","ALD_2004_MEAN","ALD_2005_MEAN","ALD_2006_MEAN","ALD_2007_MEAN","ALD_2008_MEAN","ALD_2009_MEAN","ALD_2010_MEAN","ALD_2011_MEAN","ALD_2012_MEAN","ALD_2013_MEAN","ALD_2014_MEAN","ALD_2015_MEAN","X","LENGTH_M_sum","AREA_SQKM_mean","OUT_DIST_min","GRADIENT_mean","MNANPRC_M_mean","MEANANNCMS_mean","WIDTH_M_mean","DEPTH_M_mean","MAX_GRAD_D_max","LAKE_max","STRM_ORDER_max","AZIMTH_DEG_mean","SINUOSITY_mean","VAL_WIDTH_mean","FP_WIDTH_mean","DROPMAX_max","Fish_min","Basin_ID_min","VWI_Floor_mean","ValCnstrnt_mean","FlowVel_mean","BFQ_mean","StrmPow_mean","BeavHab_min","FISH_RESID_min","GEP_Cum_mean","GEP_mean","IP_CHIN2_mean","ELEV_M_mean","Shape_Area.x","Area_km2_RCA","Shape_Area.y","Area_km2_VB","Graminoid_2015_MEAN","dams_per_km2","dams_per_km_linear","mean_pond_area_m2perkm2","percent_main_ponds","percent_side_ponds","percent_off_ponds","Burned_basin","percent_sever_burn","percent_moderate_burn","percent_mild_burn","percent_no_burn","percent_woody_cover","decidous_conifer_ratio"
"1",1,328,2,2,1722.997,2,2,2,1,48,397.814,11.0787079162875,6.19517743403094,8.40991810737034,10.9458598726115,2.7729754322111,0.261146496815287,0.139217470427661,27.7807097361238,8.16742493175614,3.73475887170155,18.0605095541401,0.078252957233849,3.5277525022748,3.9080982711556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,248,586480.1875,625381.9375,38902,604605.078629032,7547.16297211968,149942059.5,0.0826446280992,13.9917355372,34.194214876,16.1198347107,0.0413223140496,3.01239669421,0.661528360824,0.652635040146,0.783291633167,0.949281218015,0.816020736376,0.796537715693,0.728374313259,0.648395177608,0.686726150521,0.856998273045,0.886010692321,0.830542431032,0.807349359821,0.656134050409,0.641986260082,0.711280152969,0.7188596544,0.89850296795,0.76180101643,0.74041067873,0.820446847104,0.933648671727,0.935449949834,0.963744689215,0.937242276384,1.10967156436,0.911720425103,1.15062299927,0.97797355426,1.0781319011,1.07395227066,1.09676035382,1.096760378,1.00146598895,0.952848720092,0.80969122633,0.810750004924,0.835490933716,1.00114454826,1.00514666838,1.0817875335,1.05149182174,0.872576520445,0.903995921374,0.872383048797,0.951524910722,0.90457181174,1.04477463538,1.07181316543,1.08021293925,0.784718640401,0.788024927278,0.8258579895,0.822602587233,0.817359013534,1.0548855481,0.954037889914,1.0278655596,0.889670613785,0.843895507945,0.865885460763,0.859199447467,0.850810681855,0.829849075985,1.13789344615,0.836201264686,336,856.482,308.847,121.152,0.003,0.425,1.873,5.306,0.165,0.03,0,4,256.606,1.261,70.586,82.816,0,1,5031603,13.304,15.607,0.449,0.392,33.542,1,1,0.304,0.075,0.852,397.306,222679.969161366,0.222679969161366,219239.242643466,0.219239242643466,0.619834710744,9.1224544287104,0.00233513372143256,7859,100,100,100,0,NA,NA,NA,NA,83.2202001819836,1.31500746703116
"2",2,352,1,1,1920.491,1,1,1,1,14,340.775,3.12943469785575,15.6972709551657,2.63966861598441,4.98040935672515,1.18888888888889,3.21296296296296,18.7510721247563,1.68138401559454,7.33976608187135,13.7711500974659,20.8966861598441,9.00341130604289,9.90263157894737,4.97124756335283,1.46381470890518,0,0.813563316640148,55.5783049449756,20030614,0.1692,0.4311,0.18,0,0.7803,269.886363636364,275.622727272727,352,1639,476480.96875,703638.0625,227157,596273.955727578,20595.3888799855,977293013.4375,0.786372007366,4.96869244936,10.8692449355,22.7790055249,10.8072437078,1.13259668508,0.831562301239,0.894033572158,0.998557419056,1.11377915344,1.05843510107,0.987074562678,0.928055837971,0.796173198724,0.875590937147,0.990619784683,1.01211154459,1.0922711057,1.07945229119,0.822465161963,0.794825282648,0.871869766882,0.90134391975,1.10028171985,0.917980271448,0.918515836035,1.01161585448,1.05781966285,0.950052975548,1.12487690423,1.10632600441,1.19694618896,1.12348121012,1.22503131929,1.15376047753,1.23281827445,1.23281827445,1.18204575937,1.18228765373,1.08465958902,1.151639751,1.06656223664,1.06659285865,1.1367376759,1.27112522992,1.27357387797,1.3086359854,0.864630580315,1.02138309021,1.11352666621,1.07646759264,1.16661786803,1.10113934354,1.22090897985,1.24750973135,1.14898941143,1.06656732178,1.03722059631,1.05121913908,1.00687520687,1.06305833629,1.25436863191,1.16165605422,1.24279376721,1.09120365236,0.936425571942,1.02315967311,1.08557643684,1.06901996255,1.03290786694,1.23098514981,0.970078119584,360,4010.67,65.964,73.123,0.005,0.336,0.264,2,0.095,0.022,0,4,108.702,1.126,17.042,51.023,0,1,5031705,8.58,25.588,0.409,0.077,6.717,1,1,0.274,0.165,0.444,341.792,5669609.47200034,5.66960947200034,1023227.69276623,1.02322769276623,18.8182934316,0.977299585487727,0.0002493348991565,1877,100,100,100,1,0,17.5913925387791,42.1313851303759,16.5359089864523,61.2868421052632,5.79368389208812
"3",3,362,1,1,2087.2,1,1,1,1,48,457.819,7.38387773449206,2.30761162721007,4.33862750973929,5.91848966137249,2.55633802816901,0.742882828888223,0.207072220557387,24.5489961042853,8.74872640095895,5.39706323044651,15,0.168115073419239,3.91384477075217,4.65957446808511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,1176,437019.65625,715640.25,278621,605642.878268495,32924.5358956796,712236024.84375,1.82018659881,4.30619168787,34.5190839695,12.2866836302,3.49533502969,1.42578456319,0.613290091972,0.601540742284,0.72079436413,0.828052428247,0.74069316617,0.741896504329,0.658506499047,0.574021072685,0.604252582207,0.773366157431,0.773462851459,0.749226200349,0.710523660474,0.59379365339,0.582189183511,0.643916242146,0.643916242146,0.749746890158,0.710989208062,0.633975526006,0.748020136287,0.807123299356,0.807123299356,0.852742285754,0.827002325136,0.959878539727,0.821774622991,0.931080633575,0.839149478503,0.947229697961,0.867718603571,0.86735874578,0.86735874578,0.818381892589,0.824696519525,0.713843874569,0.715072287496,0.737166820419,0.820110517077,0.867829100655,0.916007975023,0.913118969356,0.723396188982,0.77608373554,0.733307959796,0.794644926781,0.7816741023,0.911289315119,0.922813677858,0.901844177127,0.688428376772,0.688471999746,0.681430516061,0.55288386515,0.699984355617,0.951276167491,0.818787218507,0.912119934257,0.736334956599,0.602364194181,0.792828583695,0.796770203984,0.779185100007,0.722993342829,0.977399882101,0.723236161386,370,3826.822,234.251,131.59,0.008,0.444,1.477,4.714,0.154,0.042,0,4,263.721,1.097,41.291,65.093,2.296,1,5031603,8.761,13.793,0.672,0.488,77.453,0,1,0.328,0.213,0.741,467.532,7088819.2654873,7.08881926548731,667771.442246988,0.667771442246988,0.671755725191,1.4975183674149,0.000261313434489506,3126,100,100,100,0,NA,NA,NA,NA,66.2416841474378,0.989375824037366
"4",4,373,1,1,15539.58,1,1,1,1,14,336.891,4.83347848806828,14.3927887127678,3.41578122278349,5.79864135168089,0.157289670789061,3.24664692562271,16.146315972827,2.28775474655983,3.93711896882076,12.8144922487372,21.8026476223654,10.185159379899,8.84532311443999,6.58456714858039,0.686498667310787,0,0.664495386029134,96.7948466785003,20030614,0.0675,0.2601,0.1395,0,0.4671,289.3385518591,285.636007827789,373,773,468432.25,699109.875,230678,601761.008044955,17010.4254111571,465161259.21875,0.848761408083,7.8631029987,5.49543676662,26.4928292047,9.64667535854,1.47588005215,0.881019512735,0.975719105527,1.16602602072,1.20398359873,1.19430261417,1.0603985249,0.946610853564,0.825976824423,0.917026154031,1.12142934838,1.1045193249,1.1164686045,1.1164686045,0.900066853365,0.851707961225,0.961853737431,0.981424577173,1.20578727573,1.04477660564,1.00489403993,1.15315484549,1.16801961015,1.0600179873,1.23728568436,1.1907061115,1.36447865161,1.25214909074,1.37357610833,1.24374902268,1.43130057649,1.43130057649,1.38849019842,1.38849019842,1.30512927087,1.31010182035,1.15035520422,1.15052692499,1.27305018069,1.43573683355,1.44356360425,1.484139301,0.933186169067,1.18278786252,1.19284067128,1.15620902287,1.32423543415,1.18699299495,1.36242236775,1.37880789881,1.31293572195,1.17357951023,1.17446973202,1.15251381321,1.15251381321,1.18175414265,1.39250826976,1.28337653979,1.383704658,1.22329949051,1.21063359095,1.14225488276,1.20530940718,1.12300287123,1.13648136289,1.40110845952,1.05088837582,381,1407.107,26.686,71.839,0.003,0.383,0.119,1.349,0.076,0.023,0,3,182.135,1.054,14.736,63.476,0,1,5031706,10.891,47.247,0.296,0.03,2.197,1,1,0.301,0.089,0.342,335.854,1128514.42751213,1.12851442751213,573267.263107185,0.573267263107185,21.5058670143,1.74438706752565,0.000710678008140106,27107,100,100,100,1,0,24.3341995919829,45.3715076263423,11.7746127057982,59.5148928758056,8.56081931891317
"5",5,376,5,5,630.311,5,5,5,0,NA,468.863,6.6742775597574,17.2607920085623,3.61933642525865,4.51658936853371,0.334998216196932,8.18087763110953,2.1173742418837,5.56974669996432,16.9611130931145,10.7884409561184,18.4605779521941,3.71494826971102,13.3956475205137,4.76097038886907,0.222626078975493,0,0.059012289014363,26.5073576025937,20100601,0.054,0.0135,0.0009,0,0.0684,111.590163934426,73.8688524590164,376,254,534265.1875,663882.125,129617,613573.066683071,18698.7128195143,155847558.9375,0.484,7.068,16.064,37.396,7.428,0.316,0.576373497694,0.611714981873,0.630633676616,0.685628050909,0.608463857905,0.635688191169,0.590073863054,0.552786489106,0.549258896527,0.67215865386,0.67215865386,0.605668829957,0.593625649574,0.549306984628,0.51491234045,0.551790821138,0.560935987625,0.710221009671,0.592455224831,0.58718629804,0.62223657666,0.640083301375,0.640135297827,0.667458949841,0.65507679542,0.733718331176,0.645327764043,0.704637033662,0.68157964854,0.749862759196,0.749862759196,0.65668033253,0.65668033253,0.634992648607,0.608541282285,0.555409579005,0.556237135908,0.588986476877,0.724345856225,0.734226247865,0.77807686161,0.778331916795,0.617773793127,0.672063370911,0.656377838015,0.734788000586,0.621996012027,0.714258779902,0.721045650369,0.667547297088,0.562614090386,0.573494202943,0.577118426375,0.553004565938,0.610317854778,0.799507817428,0.693760995569,0.713940009804,0.625561065353,0.616096793238,0.680523498496,0.680524293162,0.623876883892,0.615036408522,0.744020237461,0.684498699748,384,2377.142,13.426,76.648,0.031,0.409,0.063,0.979,0.063,0.04,0,3,214.83,1.035,9.384,43.426,0,1,5031607,9.646,44.396,0.866,0.053,16.326,0,1,0.338,0.227,0.154,465.167,3782072.93503765,3.78207293503765,279664.143740476,0.279664143740476,2.172,17.8785879845931,0.00210336614304068,2254,100,100,100,1,0,0.321814583722676,4.82721875584015,19.3088750233606,81.941491259365,2.6368559394496
"6",6,392,5,5,1309.87,5,5,5,0,NA,0,7.55505291908501,13.9935984977808,4.44810515534312,5.40346534653465,1.01066917036531,1.44417890064869,2.03328781153978,7.18709457152612,18.7702287470126,13.8972345510413,19.4334243769204,0.945971321270058,10.8303175145101,4.61795834755889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,1309,527298.875,663950.9375,136652,600759.398395722,15670.2721652224,786394052.5,0.873660030628,6.19065849923,33.0237366003,14.9272588055,5.22817764165,2.13782542113,0.752428752338,0.834565973777,0.957812782745,1.06211657974,0.994391138065,0.858184386663,0.881432609027,0.71056863025,0.809085518344,0.954122828519,0.988066831747,0.994305409092,0.96234342237,0.758443155089,0.714641801159,0.789201670896,0.828375973403,1.03515696727,0.816401654413,0.859376449485,0.975305040294,1.01197673979,0.938624704072,1.0725038804,1.04150950308,1.15534793074,1.08419493402,1.20220207257,1.1204228605,1.2131274374,1.2131274374,1.15423761462,1.15423763193,1.0151996197,1.11677592271,1.06241878888,1.06242798908,1.0889818463,1.21845763953,1.21907815538,1.27532404662,0.912697961692,0.981437111838,1.03584869258,1.04065345856,1.18315607458,1.0247641872,1.16578224991,1.22629565384,1.04941355838,0.93136367417,0.92241325158,0.963028315259,0.963028315259,0.949166799482,1.18647122107,1.05777047022,1.16340316178,1.00101643098,0.828116916504,0.974754667957,1.02634602289,1.01263139447,1.0970466739,1.17427223537,0.898606892291,402,7555.509,23.117,617.746,0.01,0.367,0.097,4.635,0.332,0.028,0,4,155.372,1.024,84.049,59.618,0,1,3070110,17.229,12.133,1.332,2.028,258.124,1,1,0.213,0.123,0.317,337.764,15699755.7268125,15.6997557268124,1168488.68970443,1.16848868970443,3.98162327718,4.27903157647572,0.000661768783545887,1121,100,100,100,0,NA,NA,NA,NA,82.2178217821781,2.16742295702956
"7",7,696,1,1,2266.587,1,1,1,0,NA,1270.176,1.87378439892406,15.9248913718187,0,0,10.3867163252638,1.31884957583282,2.82785019656528,0.314504448582661,0,4.89819987585351,20.8754396854956,4.86943927167391,3.57459135112766,1.95965238981999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,453,443720.4375,673411.875,229691,600547.687775938,38009.1495624153,272048102.5625,5.63919821826,0,0.0512249443207,21.995545657,12.1870824053,0.518930957684,0.492748867673,0.490341526123,0.491495624963,0.523080259227,0.478279704255,0.453636803194,0.442229792802,0.515776200479,0.509675662366,0.422764939004,0.436336407006,0.495265830646,0.512833357256,0.52178906016,0.44578991275,0.406150372683,0.442791545345,0.47759203962,0.482013234612,0.44796145838,0.452072656701,0.445383233064,0.46209461752,0.462367056869,0.475913225778,0.495667093985,0.504468389734,0.534828941554,0.53564724152,0.528041566803,0.505648320561,0.451036677192,0.454548469357,0.440015000515,0.444159625012,0.430432450945,0.432439489851,0.462612019376,0.541762695805,0.561537632746,0.564118191438,0.605248515048,0.603094123233,0.599612284714,0.681056245093,0.683679148386,0.600170355664,0.545500095384,0.520600968955,0.495252501794,0.419866328635,0.545093942355,0.480907095175,0.460744100242,0.611803983003,0.798636472267,0.790390623072,0.796961434166,0.534426456574,0.496761440777,0.50324661307,0.500343954309,0.468497931044,0.500529659709,0.510703015885,0.526355080453,716,3876.381,5.357,213.508,0.06,0.528,0.033,0.691,0.051,0.166,1,4,77.707,1.026,5.231,39.167,8.449,0,5031302,8.233,62,0.847,0.032,18.256,0,1,0.544,0.297,0.05,1200.667,9282045.92199633,9.28204592199634,483842.361863152,0.483842361863152,12.7126948775,2.06678885277688,0.0002579725780309,4685,100,100,100,0,NA,NA,NA,NA,42.5632112559487,134.334210526316
"8",8,725,1,1,1210.18,1,1,1,0,NA,396.249,10.4615384615385,12.122459480319,8.81656804733728,9.50475945459223,0.515564702855673,1.33316182145614,0.743246719835349,11.4641111396964,17.9400565989195,10.9446874196038,19.1445845124775,0.523025469513764,11.9904810908155,4.23488551582197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,343,497785.03125,670818.4375,173033,604538.268768222,27701.9378365652,207356626.1875,0.650887573964,4.63609467456,25.9142011834,28.275147929,3.75443786982,1.83431952663,0.576570588978,0.628307838335,0.729383197198,0.893657522867,0.77748765296,0.687744074509,0.658423619268,0.555454814895,0.606551242308,0.760518891605,0.762172496009,0.755917610069,0.755917723065,0.598050733199,0.579243930527,0.636191217645,0.630821675683,0.81410918102,0.677705179619,0.651578827261,0.777347676464,0.832230178442,0.701527843391,0.871205709895,0.810825199083,0.97975809291,0.93620683805,1.07213121673,1.07213121673,1.00268701935,1.00268701935,0.965589753385,0.965589753385,0.863848529976,0.878583347381,0.782569929047,0.787249322889,0.794255664702,0.960095803237,0.97831955306,1.07874049106,0.613807170247,0.778939432341,0.805635582798,0.828552164205,0.875561373076,0.845114789262,0.94180290793,1.00484381335,0.897781804128,0.67818427443,0.742197537966,0.752055551549,0.752055551549,0.726376820955,0.956367287613,0.881843677722,0.959102374665,0.839125928245,0.832044291688,0.810964794841,0.80355425522,0.796789261666,0.760099425354,1.01281009675,0.764022566213,748,2669.422,11.059,80.543,0.02,0.4,0.05,0.869,0.059,0.034,0,4,255.506,1.021,78.895,65.523,0,1,5050701,89.945,74.395,0.634,0.032,6.771,1,1,0.281,0.187,0.217,397.172,2566631.00394159,2.56663100394159,390166.340545,0.390166340545,5.09763313609,2.56300940415096,0.000374612931188849,3102,100,100,100,0,NA,NA,NA,NA,91.9397993311037,2.12676080984129
"9",9,758,1,1,365.734,1,1,1,0,NA,440.401,13.4468085106383,12.8829787234043,8.17730496453901,8.41489361702128,1.19858156028369,4.93262411347518,0.195035460992908,8.70921985815603,13.3262411347518,10.7163120567376,21.6205673758865,0.081560283687943,11.5709219858156,4.97163120567376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,85,513930.9375,681107.5,167177,599946.340441176,37283.1551889057,50995438.9375,0.176470588235,7.22352941176,34.1058823529,24.9764705882,1.85882352941,2.98823529412,0.577152108017,0.608137798567,0.692055886508,0.825353889835,0.737529580482,0.685896063101,0.646904236486,0.538931242858,0.577273524525,0.730133912762,0.730962307313,0.700555524097,0.7005797495,0.600494632921,0.566211938835,0.620224053241,0.620224053241,0.778680330588,0.638238765683,0.618193716485,0.734813787798,0.782705463393,0.737123784424,0.805620023958,0.781608636071,0.907388691396,0.831938958306,0.996661366491,0.996661366491,0.937199736614,0.937199736614,0.890759687194,0.890759687194,0.769680856402,0.774373584177,0.706826500727,0.709032028455,0.69726940989,0.885335702161,0.885335702161,1.00200987958,0.575085899311,0.718566127735,0.744211203778,0.760477375717,0.8000602497,0.785221178459,0.857128066421,0.922685200495,0.801947505931,0.631176088622,0.677096730907,0.694936267075,0.694936267075,0.660113808947,0.852731264961,0.824732627563,0.89178053988,0.759722723433,0.759722723433,0.768023140193,0.751406403839,0.733975577311,0.724294641122,0.940511605943,0.698028784002,782,450.416,2.446,83.046,0.036,0.392,0.01,0.387,0.037,0.056,0,3,268.905,1.032,5.168,35.238,0,1,5050701,13.337,91.199,0.632,0.009,3.426,0,1,0.314,0.153,0.083,432.01,2077411.71637821,2.07741171637821,28318.1502064894,0.028318150206489,1.36470588235,35.3130410252169,0.0022201697985862,12915,100,100,100,0,NA,NA,NA,NA,89.7340425531915,3.07225619568716
"10",10,787,1,1,1892.478,1,1,1,0,NA,0,7.07657852911429,15.3154168472764,2.92457737321196,3.84799884409767,0.468862881086548,6.57751769975437,2.05158214130906,9.41915908105765,12.2047391995376,10.3132495304147,14.8280595289698,5.39719693685884,12.2050281751192,4.27337090015894,1.10890925965595,0,0.029832747164397,2.69027871774039,20170608,0.009,0.0144,0.0063,0.0054,0.0351,240.633333333333,347.066666666667,787,1231,427157.96875,670736.625,243579,595420.567120227,33379.4425050518,732962718.125,1.37752627324,3.84882780922,26.1851253032,25.5408245756,5.36216653193,0.981406628941,0.580942185861,0.5971088352,0.638484987664,0.756162024373,0.64553795444,0.657480641564,0.654317587674,0.541634908544,0.553048034866,0.704906626506,0.704906626506,0.639107218342,0.622458370508,0.572540007626,0.537633716681,0.575967074944,0.576548395666,0.704205186623,0.593969442108,0.579161224902,0.654034268887,0.689483542678,0.689484399454,0.724823823893,0.724566021959,0.804837017338,0.719628387171,0.810071924304,0.790372142956,0.839859307565,0.843114613276,0.779848556674,0.778614394473,0.737621075604,0.667853533722,0.619958243531,0.621209458595,0.624146222171,0.771489809232,0.772682515883,0.881345798657,0.882007725439,0.652882945199,0.688368883676,0.683986049999,0.749303123127,0.67920999879,0.77581589346,0.814661847686,0.709869355837,0.627271022028,0.601545349426,0.612674212175,0.612674212175,0.618911596337,0.807413946347,0.745626451982,0.784617014162,0.652175616519,0.571871887077,0.717345773055,0.717345799194,0.6538652181,0.65386726115,0.836073104017,0.638404953303,811,5024.813,44.713,690.44,0.011,0.417,0.232,6.94,0.403,0.026,0,4,95.559,1.086,150.342,105.236,0,1,3070103,21.566,15.099,1.649,4.597,560.933,0,1,0.303,0.168,0.436,410.396,9975833.94962584,9.97583394962584,692900.246319024,0.692900246319024,2.11560226354,1.44320918532273,0.000199012381157269,2731,100,100,100,1,0.779332960074276,0.909221786753322,2.07822122686474,1.29888826679046,73.9735587342869,2.42091688438384
